row_id,sentence1,sentence2,kg1,kg2,semantic_wl_similarity
51,"The 30-year bond US30YT=RR firmed 31/32, taking its yield to 4.16 percent -- another record low -- from 4.22 percent.","The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent.","[['30-year bond US30YT=RR', 'firmed', '31/32'], ['30-year bond US30YT=RR', 'has_yield', '4.16'], ['30-year bond US30YT=RR', 'has_yield', '4.18']]","[['30-year bond US30YT=RR', 'firmed', '24/32'], ['30-year bond US30YT=RR', 'has_yield', '4.18'], ['30-year bond US30YT=RR', 'has_record_low_yield', '4.16']]",0.9768053889274597
52,"On Thursday, a Washington Post article argued that a 50 basis point cut from the Fed was more likely, contrary to the Wall Street Journal's line.","On Thursday, a Post article argued that a 50 basis point cut from the Fed was more likely.","[['Washington Post', 'published', 'article'], ['article', 'argued for', '50 basis point cut'], ['Fed', 'expected_action', '50 basis point cut'], ['article', 'contradicted', 'Wall Street Journal'], ['Wall Street Journal', 'held', 'different view']]","[['article', 'published by', 'Washington Post'], ['article', 'argued for', '50 basis point cut'], ['Fed', 'expected_action', '50 basis point cut']]",0.8766185641288757
53,"Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.",Heatley underwent surgery Saturday for a broken jaw and an MRI found two torn ligaments in his right knee.,"[['Mr. Heatley', 'suffered', 'broken jaw'], ['Mr. Heatley', 'suffered', 'torn ligaments'], ['broken jaw', 'is_a', 'injury'], ['torn ligaments', 'is_a', 'injury'], ['Mr. Heatley', 'has_injury', 'broken jaw'], ['Mr. Heatley', 'has_injury', 'torn ligaments']]","[['Mr. Heatley', 'underwent', 'surgery'], ['surgery', 'performed_on', 'Mr. Heatley'], ['Mr. Heatley', 'had_diagnosis', 'broken jaw'], ['Mr. Heatley', 'had_diagnosis', 'torn ligaments'], ['broken jaw', 'is_a', 'injury'], ['torn ligaments', 'is_a', 'injury']]",0.9584199786186218
54,Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.,"Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.","[['Lay', 'argued', 'handing over documents']]","[['Lay', 'refused', 'turn over papers'], ['Lay', 'asserted', 'Fifth Amendment right']]",0.5712651014328003
55,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.,"In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.","[['Strayhorn', 'said', 'first_time_in_Texas_history'], ['first_time_in_Texas_history', 'event', 'Texas history'], ['Strayhorn', 'event', 'first_time_in_Texas_history'], ['first_time_in_Texas_history', 'event_type', 'rejected_certification'], ['Strayhorn', 'role', 'comptroller']]","[['Strayhorn', 'said', 'first_time_a_comptroller_rejected_a_budget'], ['first_time_a_comptroller_rejected_a_budget', 'event', 'news_release'], ['Strayhorn', 'event', 'first_time_a_comptroller_rejected_a_budget'], ['first_time_a_comptroller_rejected_a_budget', 'event_type', 'news_release_thursday'], ['Strayhorn', 'role', 'comptroller']]",0.707137942314148
56,"Excluding the charges, analysts, on average, expected a loss of 11 cents a share.",Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.,"[['analysts', 'expected', 'loss_per_share_from_continuing_operations'], ['loss_per_share_from_continuing_operations', 'average', 'analysts']]","[['analysts', 'polled_by', 'Thomson_Financial_First_Call'], ['Thomson_Financial_First_Call', 'expected', 'loss_per_share_from_continuing_operations'], ['loss_per_share_from_continuing_operations', 'average', 'analysts_polled_by_Thomson_Financial_First_Call']]",0.8039847612380981
57,"Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.","A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.","[['security experts', 'warning', 'new mass-mailing worm'], ['new mass-mailing worm', 'posing_as', 'e-mail from Microsoft founder'], ['new mass-mailing worm', 'spreading_across', 'Internet']]","[['security experts', 'issued_warning', 'new worm'], ['new worm', 'pretending_to_be', 'e-mail from Microsoft Chairman'], ['new worm', 'spreading_across', 'Internet'], ['Microsoft Chairman', 'identified_as', 'Bill Gates']]",0.6200277209281921
58,Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.,He said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids Friday night.,"[['Mr. Sahel', 'said', 'police_identified_bodies_of_seven'], ['police_identified_bodies_of_seven', 'of', '14-strong_cell'], ['14-strong_cell', 'believed_to_have_carried_out', ""['five_almost_simultaneous_attacks', 'Saturday']""], ['five_almost_simultaneous_attacks', 'occurred_on', 'Saturday']]","[['Mr. Sahel', 'said', 'police_identified_bodies_of_seven'], ['police_identified_bodies_of_seven', 'of', '14-bombers'], ['14-bombers', 'launched', ""['five_almost_simultaneous_raids', 'Friday_night']""], ['five_almost_simultaneous_raids', 'occurred_on', 'Friday_night']]",0.8563340306282043
59,"Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving.","In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.","[['New Jersey', 'bans', 'holders of learners permits or intermediate licenses'], ['holders of learners permits or intermediate licenses', 'prohibited from using', 'cell phones, pagers or other wireless devices'], ['holders of learners permits or intermediate licenses', 'are', 'drivers']]","[['NTSB', 'recommended', 'NHTSA'], ['NHTSA', 'considers', 'state legislation'], ['state legislation', 'prohibits', 'holders of learners permits and intermediate licenses'], ['holders of learners permits and intermediate licenses', 'are prohibited from using', 'mobile phones'], ['holders of learners permits and intermediate licenses', 'are', 'drivers']]",0.7915157675743103
60,The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.,The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.,"[['University of Michigan', 'released', 'new admissions policy'], ['new admissions policy', 'replaces', 'previous admissions policy'], ['previous admissions policy', 'previously_struck_down', 'U.S. Supreme Court'], ['U.S. Supreme Court', 'struck_down', ""University of Michigan's_admissions_policy_in_June""]]","[['University of Michigan', 'plans_to_release', 'new_undergraduate_admissions_policy'], ['new_undergraduate_admissions_policy', 'to_be_released_on', 'Thursday'], ['U.S. Supreme Court', 'rejected', ""University_of_Michigan's_acceptance_requirements""], [""University of Michigan's_acceptance_requirements"", 'previously_rejected_by', 'U.S. Supreme Court'], ['new_undergraduate_admissions_policy', 'replaces', 'previous_admissions_policy']]",0.9030044078826904
61,The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.,An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war.,"[['Arab Al-Jazeera television network', 'aired', 'audiotape'], ['audiotape', 'type', 'effort'], ['audiotape', 'goal', 'incite attacks']]","[['Arab al-Jazeera television network', 'aired', 'audiotape'], ['audiotape', 'type', 'evidence'], ['audiotape', 'strongest_evidence_for', ""Saddam's_survival""], [""Saddam's_survival"", 'confirmed_by', 'audiotape']]",0.7509568929672241
62,Former company chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors.,"Last week, former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government's investigation.","[['Franklyn M. Bergonzi', 'pleaded_guilty_to', 'one count of conspiracy'], ['Franklyn M. Bergonzi', 'agreed_to_cooperate', 'prosecutors']]","[['Franklyn M. Bergonzi', 'formerly_held_position_of', 'chief financial officer'], ['Franklyn M. Bergonzi', 'pleaded_guilty', 'last_week'], ['Franklyn M. Bergonzi', 'agreed_to_cooperate', ""government's_investigation""]]",0.6956655979156494
63,The company didn't detail the costs of the replacement and repairs.,But company officials expect the costs of the replacement work to run into the millions of dollars.,"[['company', 'did not detail', 'costs of replacement and repairs']]","[['company', 'expects', 'costs of replacement work'], ['costs of replacement work', 'runs into', 'millions of dollars']]",0.49048498272895813
64,"Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge.","Today, Dean ends his four-day, 10-city ""Sleepless Summer"" tour in Chicago and New York.","[['Dean', 'conducted', 'Sleepless Summer tour'], ['Sleepless Summer tour', 'consisted_of', '10_cities'], ['Dean', 'considered', 'campaigning_in_Texas']]","[['Dean', 'ended', 'Sleepless Summer tour'], ['Sleepless Summer tour', 'lasted_for', '4_days'], ['Dean', 'visited_cities', 'Chicago'], ['Dean', 'visited_cities', 'New_York']]",0.8304495215415955
65,"""I felt that if I disagreed with Rosie too much I would lose my job,"" she said.","Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job.""","[['she', 'said', 'I felt that if I disagreed with Rosie too much I would lose my job']]","[['Cavender', 'said', 'I felt that if I disagreed with Rosie too much I would lose my job']]",0.774323582649231
66,The device plays Internet radio streams and comes with a 30-day trial of RealNetworks' Rhapsody music service.,The product also streams Internet radio and comes with a 30-day free trial for RealNetworks' Rhapsody digital music subscription service.,"[['device', 'plays', 'Internet radio'], ['device', 'comes_with', '30-day trial'], ['30-day trial', 'provided_by', 'RealNetworks'], ['RealNetworks', 'offers', 'Rhapsody music service'], ['Rhapsody music service', 'type', 'music subscription']]","[['product', 'plays', 'Internet radio'], ['product', 'comes_with', '30-day free trial'], ['30-day free trial', 'provided_by', 'RealNetworks'], ['RealNetworks', 'offers', 'Rhapsody digital music subscription service'], ['Rhapsody digital music subscription service', 'type', 'music subscription']]",0.9559234976768494
67,"The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.",The dollar dropped to $1.1564 per euro at 7:30 a.m. in London from $1.1486 on Friday.,"[['dollar', 'reached_low', '$1.1624'], ['dollar', 'traded_at', '$1.1594'], ['dollar', 'previously_traded_at', '$1.1486'], ['euro', 'value_against_dollar', '$1.1624'], ['euro', 'value_against_dollar', '$1.1564'], ['euro', 'value_against_dollar', '$1.1486']]","[['dollar', 'dropped_to', '$1.1564'], ['dollar', 'previously_traded_at', '$1.1486']]",0.884738028049469
68,"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful"".","The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful.""","[['American decision', 'provoked', 'angry reaction'], ['angry reaction', 'described as', 'legally unwarranted'], ['angry reaction', 'described as', 'economically unfounded'], ['angry reaction', 'described as', 'politically unhelpful'], ['European Commission', 'described', 'angry reaction']]","[['European Commission', 'described', 'angry reaction'], ['angry reaction', 'described as', 'legally unwarranted'], ['angry reaction', 'described as', 'economically unfounded'], ['angry reaction', 'described as', 'politically unhelpful']]",0.9761295318603516
69,"Ms. Cripps-Prawak left last Friday, two days after the department introduced a plan to distribute medical marijuana through doctors' offices.","The director of the Office of Medical Access, Cindy Cripps-Prawak, left her job after the department introduced a plan to distribute marijuana through doctors' offices.","[['Ms. Cripps-Prawak', 'left_job', 'last_Friday'], ['department', 'introduced', 'plan_to_distribute_marijuana'], ['plan_to_distribute_marijuana', 'distribution_method', 'through_doctors_offices']]","[['Cindy Cripps-Prawak', 'held_position', 'director_of_Office_of_Medical_Access'], ['Cindy Cripps-Prawak', 'left_job', 'after_introduction_of_plan'], ['department', 'introduced', 'plan_to_distribute_marijuana'], ['plan_to_distribute_marijuana', 'distribution_method', 'through_doctors_offices']]",0.6979323029518127
70,"During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.","[['Beacon Hill', 'has_number_of_accounts', '40'], ['four_accounts', 'transferred', 'more than $3.2 billion'], ['time_period', 'contains', '2001 and 2002'], ['four_accounts', 'belongs_to', 'Beacon Hill']]","[['Beacon Hill', 'has_number_of_accounts', '40'], ['time_period', 'contains', '2001 to 2002'], ['four_accounts', 'transferred', 'more than $3.2 billion'], ['four_accounts', 'belongs_to', 'Beacon Hill']]",0.9759213328361511
71,"Last year, he made an unsuccessful bid for the Democratic nomination for governor.","He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.","[['he', 'ran_for', 'Democratic_nomination_for_governor'], ['Democratic_nomination_for_governor', 'year', 'last_year'], ['he', 'lost_election', 'election']]","[['he', 'ran_for', 'Democratic_nomination_for_Texas_governor'], ['Democratic_nomination_for_Texas_governor', 'year', 'last_year'], ['he', 'lost_primary_election_to', 'Tony_Sanchez'], ['Tony_Sanchez', 'won_primary_election', 'election']]",0.7206808924674988
72,"The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005.","Wal-Mart has told its top 100 suppliers that they'll need to have radio-frequency ID systems in place for tracking pallets of goods through the supply chain by Jan. 25, 2005.","[[""nation's largest retailer"", 'instructed', 'top 100 suppliers'], ['top 100 suppliers', 'required_action', 'start using electronic tags'], ['electronic tags', 'used_for', 'tracking pallets of goods'], ['electronic tags', 'implementation_deadline', 'Jan. 25, 2005']]","[['Wal-Mart', 'instructed', 'top 100 suppliers'], ['top 100 suppliers', 'required_action', 'have radio-frequency ID systems'], ['radio-frequency ID systems', 'used_for', 'tracking pallets of goods'], ['radio-frequency ID systems', 'implementation_deadline', 'Jan. 25, 2005']]",0.5185449123382568
73,He was taken to a hospital for precautionary X-rays on his neck.,"Harvey was taken to St. Luke's Hospital for precautionary neck X-rays, which came back negative.","[['He', 'was_taken_to', 'hospital'], ['He', 'received', 'precautionary_X-rays'], ['hospital', 'performed', 'precautionary_X-rays'], ['precautionary_X-rays', 'resulted_in', 'negative_outcome']]","[['Harvey', 'was_taken_to', ""St. Luke's Hospital""], ['Harvey', 'received', 'precautionary_neck_X-rays'], [""St. Luke's Hospital"", 'performed', 'precautionary_neck_X-rays'], ['precautionary_neck_X-rays', 'resulted_in', 'negative_outcome']]",0.8760872483253479
74,"During the hearing, Morales expressed ""sincere regrets and remorse"" for his actions.","Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes.","[['Morales', 'expressed', 'sincere regrets and remorse']]","[['Morales', 'pleaded_guilty', 'July'], ['Morales', 'expressed', 'sincere regret and remorse']]",0.8619049787521362
75,The bill says that a woman who undergoes such an abortion couldn't be prosecuted.,A woman who underwent such an abortion could not be prosecuted under the bill.,"[['woman', 'underwent', 'abortion'], ['woman', 'could_not_be_prosecuted', 'under_the_bill']]","[['woman', 'underwent', 'such_an_abortion'], ['woman', 'could_not_be_prosecuted', 'under_the_bill']]",0.9544485211372375
76,U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions.,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.","[['U.S. District Judge Edmund Sargas', 'ruled', 'Akron-based company'], ['Akron-based company', 'should have determined', 'changes at one of its plants'], ['changes at one of its plants', 'would increase', 'overall pollution emissions']]","[['U.S. District Judge Edmund Sargas', 'ruled', 'FirstEnergy Corp.'], ['FirstEnergy Corp.', 'should have determined', 'modernizing one of its plants'], ['modernizing one of its plants', 'would increase', 'overall pollution emissions']]",0.7366597652435303
77,"Site Finder has been visited 65 million times since its introduction, Galvin said.","Through Sunday, Sept. 21, Site Finder has been visited over 65 million times by Internet users.","[['Site Finder', 'has_been_visited', '65_million_times']]","[['Site Finder', 'has_been_visited_by', 'Internet_users'], ['Internet_users', 'visited_Site_Finder', 'over_65_million_times']]",0.8127140998840332
78,There are 103 Democrats in the Assembly and 47 Republicans.,Democrats dominate the Assembly while Republicans control the Senate.,"[['Democrats', 'have_number_of_members', '103'], ['Republicans', 'have_number_of_members', '47'], ['Assembly', 'has_majority_party', 'Democrats']]","[['Assembly', 'is_controlled_by', 'Democrats'], ['Senate', 'is_controlled_by', 'Republicans']]",0.6072779297828674
79,"Mr Pollard said: ""This is a terrible personal tragedy and a shocking blow for James's family.","Nick Pollard, the head of Sky News said: ""This is a shocking blow for James's family.","[['Mr. Pollard', 'said', 'terrible personal tragedy'], ['terrible personal tragedy', 'affects', ""James's family""]]","[['Nick Pollard', 'is', 'head_of'], ['Nick Pollard', 'said', 'shocking blow'], ['shocking blow', 'affects', ""James's family""]]",0.7060791254043579
80,"""I came basically to Washington to establish relationships and to make sure that we are getting more federal money to California,"" Schwarzenegger said after meeting with congressional Republicans.","""I came to Washington basically to establish relationships and make sure we are getting more federal money,"" Schwarzenegger said after one meeting.","[['Arnold Schwarzenegger', 'came_to', 'Washington'], ['Arnold Schwarzenegger', 'intended_to', 'establish_relationships'], ['Arnold Schwarzenegger', 'intended_to', 'ensure_federal_funding_for_California']]","[['Arnold Schwarzenegger', 'came_to', 'Washington'], ['Arnold Schwarzenegger', 'intended_to', 'establish_relationships'], ['Arnold Schwarzenegger', 'intended_to', 'ensure_more_federal_money']]",0.9815593361854553
81,"The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week.","Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.","[['latest snapshot of the labor markets', 'was_better_than_expected', 'economists_forecasts'], ['economists_forecasts', 'forecasted', 'claims_not_to_fall_lower_than'], ['latest snapshot of the labor markets', 'describes', 'labor_markets']]","[['latest snapshot of the labor markets', 'was_better_than_expected', 'economists_forecasts'], ['latest snapshot of the labor markets', 'describes', 'labor_markets'], ['problems_in_the_job_market', 'affects', 'labor_markets']]",0.8431786298751831
82,"""They were tossed around like feathers,"" Gordon said.","""The concrete barriers (between lanes) were being tossed around like feathers.""",[],[],0.0
83,"Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.","Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.","[['Chante Jawan Mallard', 'went_on_trial', 'Monday'], ['Chante Jawan Mallard', 'charged_with', 'first-degree_murder']]","[['Chante Jawan Mallard', 'charged_with', 'murder'], ['Chante Jawan Mallard', 'charged_with', 'tampering_with_evidence']]",0.8831919431686401
84,"""IT is the only vehicle on which established economies will be able to compete,"" Barrett said.","""IT is the only vehicle on which established economies will be able to compete"" with fast-growing economies such as China and India, Barrett said.","[['IT', 'is_the_only_vehicle_on_which', 'established_economies_can_compete']]","[['IT', 'is_the_only_vehicle_on_which', 'established_economies_can_compete'], ['established_economies', 'can_compete_with', 'fast_growing_economies'], ['fast_growing_economies', 'include', 'China'], ['fast_growing_economies', 'include', 'India']]",0.7923166751861572
85,"Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.",Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion.,"[['Linda Saunders', 'pleaded_guilty', 'six_charges'], ['Linda Saunders', 'charged_with', 'extortion'], ['Linda Saunders', 'charged_with', 'money_laundering'], ['Linda Saunders', 'charged_with', 'conspiracy']]","[['Linda Saunders', 'pleaded_guilty', 'federal_charges'], ['Linda Saunders', 'charged_along_with', 'Bobby_McLamb'], ['Bobby_McLamb', 'pleaded_guilty', 'federal_charges'], ['Linda_Saunders_and_Bobby_McLamb', 'charged_with', 'extortion']]",0.7847527861595154
86,Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.,Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.,"[['Vivendi', 'closed', '15.78 euros'], ['Vivendi', 'located_in', 'Paris'], ['Vivendi', 'stock_price_change', '3.8 percent']]","[['Vivendi', 'located_in', 'Paris'], ['Vivendi', 'stock_price', '15.62 euros'], ['Vivendi', 'stock_price_change', '0.3 percent'], ['Vivendi', 'time', '0841 GMT']]",0.9501979351043701
87,Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.,The company has publicly identified Linux as one of its biggest competitive threats.,"[['Microsoft', 'identified', 'Linux as threat'], ['Linux', 'is', 'freely distributed software'], ['Linux', 'impacts', ""Microsoft's sales""]]","[['Microsoft', 'publicly', 'identified']]",0.5656626224517822
88,"Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date.","BAT also said Antonio Monteiro de Castro, director for Latin America and the Caribbean, would become chief operating officer on January 1, 2004.","[['Antonio Monteiro de Castro', 'currently_holds_position', 'director_of_group_Latin_America_Caribbean_operations'], ['Antonio Monteiro de Castro', 'becomes', 'chief_operating_officer'], ['Antonio Monteiro de Castro', 'becomes_on', 'January_1'], ['Antonio Monteiro de Castro', 'age', '58']]","[['Antonio Monteiro de Castro', 'currently_holds_position', 'director_for_Latin_America_and_Caribbean'], ['Antonio Monteiro de Castro', 'becomes', 'chief_operating_officer'], ['Antonio Monteiro de Castro', 'becomes_on', 'January_1_2004'], ['Antonio Monteiro de Castro', 'age', '58']]",0.9826204180717468
89,"""Spin and manipulative public relations and propaganda are not the answer,"" it said.","The report added that ""spin"" and manipulative public relations ""are not the answer,"" but that neither is avoiding the debate.","[['it', 'said', 'that'], ['it', 'identified', 'spin'], ['spin', 'is_not', 'answer'], ['manipulative public relations', 'is_not', 'answer']]","[['the report', 'added', 'that'], ['the report', 'identified', 'spin'], ['spin', 'is_not', 'answer'], ['manipulative public relations', 'is_not', 'answer']]",0.8649692535400391
90,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.","The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Township Elementary School in Obetz, about two miles from the freeway.","[['shooting spree', 'linked_to', 'Nov. 11 shooting at Hamilton Central Elementary'], ['Nov. 11 shooting at Hamilton Central Elementary', 'occurred_at', 'Hamilton Central Elementary'], ['Hamilton Central Elementary', 'located_near', 'freeway'], ['Hamilton Central Elementary', 'located_in', 'Obetz']]","[['shooting spree', 'linked_to', 'Nov. 11 shooting at Hamilton Township Elementary School'], ['Nov. 11 shooting at Hamilton Township Elementary School', 'occurred_at', 'Hamilton Township Elementary School'], ['Hamilton Township Elementary School', 'located_near', 'freeway'], ['Hamilton Township Elementary School', 'located_in', 'Obetz']]",0.8298289179801941
91,"On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.","The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness.","[['central bank', 'left_interest_rates_steady', 'True'], ['central bank', 'declared_risks_weighted_toward', 'weakness'], ['central bank', 'warned_of', 'deflation_risks']]","[['central bank', 'left_interest_rates_steady', 'True'], ['central bank', 'declared_risks_weighted_toward', 'weakness']]",0.9431416988372803
92,"The new system costs between $1.1 million and $22 million, depending on configuration.","The system is priced from US$1.1 million to $22.4 million, depending on configuration.","[['new system', 'costs between', '$1.1 million'], ['new system', 'costs at max', '$22 million']]","[['new system', 'priced from', 'US$1.1 million'], ['new system', 'priced at max', '$22.4 million']]",0.9002546668052673
93,Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre.,Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North.,"[['four North Korean journalists', 'confronted', 'dozen South Korean activists'], ['dozen South Korean activists', 'protesting', 'human rights abuses in the North'], ['main media centre', 'location_of', 'confrontation between North Korean journalists and South Korean activists']]","[['at least four North Korean reporters', 'rushed from', 'Taegu media centre'], ['at least four North Korean reporters', 'confronted', 'dozen activists'], ['dozen activists', 'protesting against', 'human rights abuses in the North'], ['Taegu media centre', 'location_of', 'confrontation between North Korean reporters and activists']]",0.8757894039154053
94,Dusty had battled kidney cancer for more than a year.,Dusty had surgery for cancer in 2001 and had a kidney removed.,"[['Dusty', 'had_battled', 'kidney_cancer'], ['kidney_cancer', 'type_of', 'cancer'], ['kidney_cancer', 'affected_organ', 'kidney']]","[['Dusty', 'had_surgery', 'cancer'], ['cancer', 'type_of', 'kidney_cancer'], ['cancer', 'year_of_surgery', '2001'], ['cancer', 'affected_organ', 'kidney'], ['cancer', 'resulted_in', 'kidney_removal']]",0.9236524105072021
95,"According to SunnComm's Peter Jacobs, ""MediaMax performs exactly as 'advertised' to the companies who purchased it.","""MediaMax performs EXACTLY as ""advertised"" to the companies who purchased it,"" Jacobs said in the statement.","[[""SunnComm's Peter Jacobs"", 'made_statement', 'MediaMax performs exactly as advertised']]","[[""SunnComm's Peter Jacobs"", 'made_statement', 'MediaMax performs exactly as advertised'], ['MediaMax', 'performs as', 'advertised']]",0.6202580332756042
96,"Kadyrov was not injured, but four of his bodyguards were among those killed.",But Itar-Tass news agency said four of his bodyguards were among those killed by the bomb.,"[['Kadyrov', 'was_not_injured', 'true'], ['Kadyrov', 'had_bodyguards', 'bodyguards']]","[['Kadyrov', 'had_bodyguards', 'bodyguards'], ['bodyguards', 'were_killed_by', 'bomb']]",0.8112422823905945
97,"The router will be available in the first quarter of 2004 and will cost around $200, the company said.","Netgear prices the WGT634U Super Wireless Media Router, which will be available in the first quarter of 2004, at under $200.","[['Router (from Text 1)', 'available_in_quarter', '2004'], ['Router (from Text 1)', 'costs', '$200']]","[['WGT634U Super Wireless Media Router', 'available_in_quarter', '2004'], ['WGT634U Super Wireless Media Router', 'priced_under', '$200']]",0.6154888868331909
98,The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.,The commission estimated California lost $937 million to corporate tax shelters in 2001.,"[['California', 'lost', '$1.34 billion'], ['California', 'lost_to', 'tax_shelters'], ['tax_shelters', 'in_state', 'California'], ['tax_shelters', 'year', '2001']]","[['California', 'lost', '$937 million'], ['California', 'lost_to', 'corporate_tax_shelters'], ['corporate_tax_shelters', 'in_state', 'California'], ['corporate_tax_shelters', 'year', '2001']]",0.9474210739135742
99,The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.,"U.S. officials did not say whether American forces, who were acting on intelligence, crossed into Syrian territory and were vague about how the Syrian guards were involved.","[['U.S. officials', 'did not say', 'whether U.S. forces crossed into Syrian territory'], ['U.S. forces', 'acted on', 'intelligence'], ['Syrian territory', 'border of', 'Syria']]","[['U.S. officials', 'did not say', 'whether American forces crossed into Syrian territory'], ['American forces', 'acted on', 'intelligence'], ['Syrian territory', 'border of', 'Syria']]",0.971326470375061
