dataset,perturbation_type,label,kg1_precision,kg1_recall,kg1_f1,kg1_our_triples,kg1_gt_triples,kg2_precision,kg2_recall,kg2_f1,kg2_our_triples,kg2_gt_triples,gt_modified_triples,detected_modifications,modification_detection_acc
codex,edge_deletion,1,0.0,0.0,0.0,0,16,0.0,0.0,0.0,0,13,3,0,0.0
codex,node_removal,0,0.0,0.0,0.0,0,12,0.0,0.0,0.0,0,4,8,0,0.0
codex,edge_deletion,1,0.0,0.0,0.0,0,13,0.0,0.0,0.0,0,10,3,0,0.0
codex,edge_deletion,1,0.2667,0.2857,0.2759,15,14,0.2857,0.3333,0.3077,14,12,2,0,0.0
codex,edge_deletion,0,0.4,0.4,0.4,10,10,0.5,0.5,0.5,8,8,2,0,0.0
codex,node_replacement,1,0.6364,0.6364,0.6364,11,11,0.0909,0.0909,0.0909,11,11,18,0,0.0
codex,node_removal,0,0.4545,0.4545,0.4545,11,11,0.75,0.75,0.75,4,4,7,2,0.2857
codex,edge_deletion,1,0.3529,0.3529,0.3529,17,17,0.3529,0.4,0.375,17,15,2,0,0.0
codex,node_replacement,0,0.2222,0.2,0.2105,9,10,0.2222,0.2,0.2105,9,10,16,2,0.125
codex,node_removal,1,0.3,0.3,0.3,10,10,0.2,0.4,0.2667,10,5,5,0,0.0
codex,node_replacement,0,0.2727,0.2727,0.2727,11,11,0.3077,0.3636,0.3333,13,11,6,5,0.8333
codex,node_replacement,0,0.3846,0.3846,0.3846,13,13,0.3846,0.3846,0.3846,13,13,22,8,0.3636
codex,node_removal,1,0.4667,0.4667,0.4667,15,15,0.1333,0.6667,0.2222,15,3,12,0,0.0
codex,edge_replacement,0,0.3333,0.3529,0.3429,18,17,0.3529,0.3529,0.3529,17,17,2,0,0.0
codex,node_replacement,0,0.0909,0.0909,0.0909,11,11,0.0909,0.0909,0.0909,11,11,4,2,0.5
codex,node_replacement,0,0.3333,0.3333,0.3333,9,9,0.3333,0.3333,0.3333,9,9,14,4,0.2857
codex,node_removal,0,0.1818,0.2222,0.2,11,9,0.2,0.2,0.2,5,5,4,1,0.25
codex,edge_deletion,0,0.4545,0.4545,0.4545,11,11,0.625,0.625,0.625,8,8,3,0,0.0
codex,edge_deletion,0,0.4444,0.4444,0.4444,9,9,0.5714,0.5714,0.5714,7,7,2,0,0.0
codex,node_replacement,0,0.5,0.5,0.5,10,10,0.6,0.6,0.6,10,10,10,3,0.3
codex,edge_deletion,1,0.2857,0.2857,0.2857,14,14,0.2667,0.4,0.32,15,10,4,0,0.0
codex,node_removal,1,0.3,0.3,0.3,10,10,0.3,0.375,0.3333,10,8,2,0,0.0
codex,edge_deletion,1,0.3636,0.3636,0.3636,11,11,0.3636,0.5,0.4211,11,8,3,0,0.0
codex,edge_deletion,0,0.5833,0.5833,0.5833,12,12,0.7,0.7,0.7,10,10,2,0,0.0
codex,node_removal,0,0.3333,0.3333,0.3333,9,9,1.0,1.0,1.0,2,2,7,1,0.1429
codex,node_removal,1,0.3,0.3,0.3,10,10,0.1,0.3333,0.1538,10,3,7,0,0.0
codex,node_replacement,1,0.5,0.5,0.5,10,10,0.0,0.0,0.0,10,10,18,0,0.0
codex,edge_replacement,1,0.2,0.2,0.2,10,10,0.2,0.2,0.2,10,10,2,0,0.0
codex,node_removal,0,0.2353,0.2353,0.2353,17,17,0.0,0.0,0.0,3,3,14,4,0.2857
codex,edge_replacement,0,0.0769,0.0909,0.0833,13,11,0.0833,0.0909,0.087,12,11,2,0,0.0
codex,edge_deletion,1,0.4167,0.4167,0.4167,12,12,0.3333,0.4444,0.381,12,9,3,0,0.0
codex,node_replacement,1,0.6923,0.6923,0.6923,13,13,0.5385,0.5385,0.5385,13,13,6,0,0.0
codex,node_removal,1,0.4,0.3636,0.381,10,11,0.1,0.2,0.1333,10,5,6,0,0.0
codex,node_removal,1,0.3077,0.3077,0.3077,13,13,0.2308,0.375,0.2857,13,8,5,0,0.0
codex,node_removal,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,4,4,5,0,0.0
codex,node_replacement,1,0.1818,0.2,0.1905,11,10,0.0,0.0,0.0,13,10,20,0,0.0
codex,node_replacement,1,0.3333,0.3333,0.3333,9,9,0.0,0.0,0.0,9,9,10,0,0.0
codex,node_removal,0,0.4444,0.4444,0.4444,9,9,0.1667,0.25,0.2,6,4,5,3,0.6
codex,edge_deletion,1,0.2667,0.3077,0.2857,15,13,0.2667,0.3636,0.3077,15,11,2,0,0.0
codex,node_replacement,1,0.5833,0.5833,0.5833,12,12,0.1667,0.1667,0.1667,12,12,20,0,0.0
codex,node_replacement,1,0.3846,0.3846,0.3846,13,13,0.0769,0.0769,0.0769,13,13,24,0,0.0
codex,node_removal,0,0.4545,0.4167,0.4348,11,12,1.0,1.0,1.0,2,2,10,3,0.3
codex,edge_replacement,0,0.2222,0.2222,0.2222,9,9,0.2222,0.2222,0.2222,9,9,2,0,0.0
codex,node_replacement,1,0.5714,0.6154,0.5926,14,13,0.2308,0.2308,0.2308,13,13,20,0,0.0
codex,node_replacement,0,0.2222,0.2222,0.2222,9,9,0.4444,0.4444,0.4444,9,9,18,6,0.3333
codex,node_removal,0,0.3571,0.3571,0.3571,14,14,0.25,0.25,0.25,8,8,6,3,0.5
codex,node_replacement,0,0.5,0.5,0.5,10,10,0.4,0.4,0.4,10,10,10,3,0.3
codex,node_removal,1,0.4615,0.4615,0.4615,13,13,0.1538,1.0,0.2667,13,2,11,0,0.0
codex,node_removal,1,0.3846,0.3846,0.3846,13,13,0.1538,0.5,0.2353,13,4,9,0,0.0
codex,edge_deletion,1,0.2941,0.2941,0.2941,17,17,0.2941,0.3571,0.3226,17,14,3,0,0.0
codex,edge_deletion,0,0.4444,0.4444,0.4444,9,9,0.5714,0.5714,0.5714,7,7,2,0,0.0
codex,node_removal,1,0.2222,0.2222,0.2222,9,9,0.1111,0.5,0.1818,9,2,7,0,0.0
codex,node_replacement,1,0.4545,0.4545,0.4545,11,11,0.1818,0.1818,0.1818,11,11,16,0,0.0
codex,node_replacement,1,0.3636,0.3636,0.3636,11,11,0.0909,0.0909,0.0909,11,11,14,0,0.0
codex,node_replacement,1,0.3333,0.3333,0.3333,9,9,0.1111,0.1111,0.1111,9,9,16,0,0.0
codex,node_replacement,0,0.5,0.5,0.5,10,10,0.5,0.5,0.5,10,10,16,8,0.5
codex,node_removal,1,0.2857,0.2857,0.2857,14,14,0.1429,0.1667,0.1538,14,12,2,0,0.0
codex,edge_deletion,0,0.4167,0.5,0.4545,12,10,0.5556,0.7143,0.625,9,7,3,0,0.0
codex,node_removal,0,0.0,0.0,0.0,11,10,0.0,0.0,0.0,2,2,8,0,0.0
codex,node_replacement,0,0.4,0.4,0.4,10,10,0.4,0.4,0.4,10,10,16,6,0.375
codex,node_removal,0,0.1818,0.1818,0.1818,11,11,0.125,0.125,0.125,8,8,3,1,0.3333
codex,edge_deletion,0,0.2222,0.2222,0.2222,9,9,0.2857,0.2857,0.2857,7,7,2,0,0.0
codex,node_removal,0,0.3,0.3,0.3,10,10,0.2,0.2,0.2,5,5,5,2,0.4
codex,edge_deletion,1,0.3889,0.3889,0.3889,18,18,0.3889,0.5385,0.4516,18,13,5,0,0.0
codex,edge_replacement,0,0.2727,0.2727,0.2727,11,11,0.2727,0.2727,0.2727,11,11,2,0,0.0
codex,node_removal,0,0.1,0.1,0.1,10,10,1.0,1.0,1.0,1,1,9,1,0.1111
codex,node_removal,0,0.4444,0.4,0.4211,9,10,0.5,0.5,0.5,2,2,8,3,0.375
codex,edge_deletion,1,0.4444,0.4444,0.4444,9,9,0.4444,0.5714,0.5,9,7,2,0,0.0
codex,edge_replacement,1,0.2222,0.2222,0.2222,9,9,0.2222,0.2222,0.2222,9,9,2,0,0.0
codex,node_replacement,1,0.1667,0.1667,0.1667,12,12,0.1667,0.1667,0.1667,12,12,8,0,0.0
codex,edge_replacement,1,0.1538,0.1538,0.1538,13,13,0.1538,0.1538,0.1538,13,13,2,0,0.0
codex,node_replacement,1,0.3333,0.4,0.3636,12,10,0.1667,0.2,0.1818,12,10,8,0,0.0
codex,edge_deletion,1,0.2,0.2222,0.2105,10,9,0.2222,0.2857,0.25,9,7,2,0,0.0
codex,node_replacement,1,0.4167,0.4167,0.4167,12,12,0.0,0.0,0.0,12,12,24,0,0.0
codex,node_replacement,1,0.5,0.5,0.5,10,10,0.2,0.2,0.2,10,10,10,0,0.0
codex,node_replacement,1,0.3333,0.3333,0.3333,9,9,0.3333,0.3333,0.3333,9,9,12,0,0.0
codex,node_replacement,1,0.25,0.25,0.25,12,12,0.0,0.0,0.0,12,12,20,0,0.0
codex,node_replacement,1,0.25,0.3,0.2727,12,10,0.1,0.1,0.1,10,10,16,0,0.0
codex,edge_deletion,1,0.25,0.25,0.25,16,16,0.25,0.3077,0.2759,16,13,3,0,0.0
codex,node_removal,1,0.4,0.4,0.4,10,10,0.0833,0.5,0.1429,12,2,8,0,0.0
codex,node_replacement,1,0.1,0.1111,0.1053,10,9,0.0,0.0,0.0,9,9,18,0,0.0
codex,node_replacement,1,0.5,0.5,0.5,12,12,0.25,0.25,0.25,12,12,18,0,0.0
codex,edge_deletion,1,0.2143,0.2143,0.2143,14,14,0.2143,0.25,0.2308,14,12,2,0,0.0
codex,edge_deletion,0,0.5455,0.5455,0.5455,11,11,0.75,0.75,0.75,8,8,3,0,0.0
codex,edge_replacement,0,0.2,0.2,0.2,10,10,0.1429,0.2,0.1667,14,10,2,0,0.0
codex,edge_deletion,1,0.5,0.5,0.5,12,12,0.5,0.6667,0.5714,12,9,3,0,0.0
codex,edge_deletion,0,0.4545,0.4545,0.4545,11,11,0.5556,0.5556,0.5556,9,9,2,0,0.0
codex,node_removal,1,0.3333,0.4,0.3636,12,10,0.0769,0.25,0.1176,13,4,6,0,0.0
codex,node_replacement,1,0.2667,0.3077,0.2857,15,13,0.1429,0.1538,0.1481,14,13,20,0,0.0
codex,edge_replacement,0,0.3846,0.4167,0.4,13,12,0.4167,0.4167,0.4167,12,12,2,0,0.0
codex,node_removal,0,0.6154,0.6154,0.6154,13,13,1.0,1.0,1.0,3,3,10,5,0.5
codex,edge_deletion,0,0.25,0.25,0.25,12,12,0.3,0.3,0.3,10,10,2,0,0.0
codex,edge_deletion,0,0.3333,0.3636,0.3478,12,11,0.4,0.4444,0.4211,10,9,2,0,0.0
codex,node_removal,0,0.5,0.4667,0.4828,14,15,1.0,1.0,1.0,2,2,13,5,0.3846
codex,node_replacement,1,0.5385,0.5385,0.5385,13,13,0.0769,0.0769,0.0769,13,13,24,0,0.0
codex,edge_deletion,0,0.3,0.3,0.3,10,10,0.375,0.375,0.375,8,8,2,0,0.0
codex,edge_replacement,1,0.2222,0.2222,0.2222,9,9,0.2222,0.2222,0.2222,9,9,2,0,0.0
codex,edge_deletion,0,0.2857,0.2857,0.2857,14,14,0.3636,0.3636,0.3636,11,11,3,0,0.0
codex,edge_deletion,1,0.5833,0.5833,0.5833,12,12,0.5833,0.7778,0.6667,12,9,3,0,0.0
codex,node_replacement,0,0.1,0.1,0.1,10,10,0.1,0.1,0.1,10,10,16,2,0.125
codex,node_removal,1,0.1818,0.1818,0.1818,11,11,0.1818,1.0,0.3077,11,2,9,0,0.0
codex,node_removal,1,0.3846,0.3846,0.3846,13,13,0.2308,0.4286,0.3,13,7,6,0,0.0
codex,edge_replacement,1,0.1111,0.1111,0.1111,9,9,0.1111,0.1111,0.1111,9,9,2,0,0.0
codex,node_removal,0,0.2727,0.25,0.2609,11,12,0.2222,0.2222,0.2222,9,9,3,1,0.3333
codex,edge_deletion,1,0.6667,0.6667,0.6667,9,9,0.6667,0.8571,0.75,9,7,2,0,0.0
codex,node_removal,0,0.5,0.5,0.5,10,10,0.0,0.0,0.0,1,1,9,5,0.5556
codex,edge_replacement,1,0.4444,0.4444,0.4444,9,9,0.4444,0.4444,0.4444,9,9,2,0,0.0
codex,node_removal,0,0.7,0.7,0.7,10,10,0.0,0.0,0.0,3,3,7,6,0.8571
codex,edge_deletion,1,0.4615,0.4615,0.4615,13,13,0.4615,0.5455,0.5,13,11,2,0,0.0
codex,node_removal,1,0.3889,0.3889,0.3889,18,18,0.2778,0.4167,0.3333,18,12,6,0,0.0
codex,node_replacement,0,0.4,0.4,0.4,10,10,0.4,0.4,0.4,10,10,10,4,0.4
codex,node_removal,1,0.0,0.0,0.0,0,16,0.0,0.0,0.0,0,9,7,0,0.0
codex,node_removal,1,0.3077,0.3077,0.3077,13,13,0.0769,0.5,0.1333,13,2,11,0,0.0
codex,node_removal,1,0.1667,0.1818,0.1739,12,11,0.0,0.0,0.0,12,2,9,0,0.0
codex,node_replacement,1,0.4,0.4,0.4,10,10,0.0,0.0,0.0,10,10,12,0,0.0
codex,node_removal,0,0.6,0.6,0.6,10,10,0.5,0.5,0.5,4,4,6,4,0.6667
codex,node_replacement,0,0.2727,0.2727,0.2727,11,11,0.2727,0.2727,0.2727,11,11,14,4,0.2857
codex,node_replacement,0,0.0909,0.0909,0.0909,11,11,0.0909,0.0909,0.0909,11,11,4,0,0.0
codex,edge_replacement,0,0.4444,0.4444,0.4444,9,9,0.4444,0.4444,0.4444,9,9,2,0,0.0
codex,node_replacement,1,0.1111,0.1111,0.1111,9,9,0.0,0.0,0.0,9,9,14,0,0.0
codex,node_replacement,0,0.4444,0.4444,0.4444,9,9,0.4444,0.4444,0.4444,9,9,10,2,0.2
codex,node_replacement,0,0.5556,0.5556,0.5556,9,9,0.5556,0.5556,0.5556,9,9,16,8,0.5
codex,node_replacement,0,0.5455,0.5455,0.5455,11,11,0.5455,0.5455,0.5455,11,11,16,10,0.625
codex,node_replacement,0,0.3333,0.4,0.3636,12,10,0.4,0.4,0.4,10,10,16,8,0.5
codex,node_removal,1,0.6,0.6,0.6,15,15,0.2,0.75,0.3158,15,4,11,0,0.0
codex,node_removal,1,0.5,0.5,0.5,10,10,0.2,0.3333,0.25,10,6,4,0,0.0
codex,node_replacement,1,0.3846,0.3846,0.3846,13,13,0.0769,0.0769,0.0769,13,13,24,0,0.0
codex,edge_deletion,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,8,8,2,0,0.0
codex,node_replacement,1,0.4,0.4,0.4,10,10,0.1,0.1,0.1,10,10,12,0,0.0
codex,edge_replacement,0,0.1818,0.2,0.1905,11,10,0.2,0.2,0.2,10,10,2,0,0.0
codex,edge_deletion,1,0.4,0.4,0.4,15,15,0.4,0.5455,0.4615,15,11,4,0,0.0
codex,edge_deletion,0,0.2667,0.2667,0.2667,15,15,0.3333,0.3333,0.3333,12,12,3,0,0.0
codex,edge_deletion,1,0.5556,0.5556,0.5556,18,18,0.5556,0.7143,0.625,18,14,4,0,0.0
codex,edge_replacement,1,0.1818,0.2222,0.2,11,9,0.1667,0.2222,0.1905,12,9,2,0,0.0
codex,node_removal,1,0.1538,0.1667,0.16,13,12,0.0,0.0,0.0,15,1,11,0,0.0
codex,edge_replacement,1,0.3636,0.3636,0.3636,11,11,0.3636,0.3636,0.3636,11,11,2,0,0.0
codex,edge_replacement,0,0.4,0.4286,0.4138,15,14,0.4286,0.4286,0.4286,14,14,2,0,0.0
codex,edge_replacement,0,0.2667,0.3077,0.2857,15,13,0.3077,0.3077,0.3077,13,13,2,0,0.0
codex,edge_replacement,0,0.4444,0.4444,0.4444,9,9,0.4444,0.4444,0.4444,9,9,2,0,0.0
codex,edge_replacement,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2,0,0.0
codex,node_replacement,0,0.4444,0.4444,0.4444,9,9,0.3333,0.3333,0.3333,9,9,14,7,0.5
codex,node_removal,1,0.3333,0.3333,0.3333,9,9,0.1111,0.25,0.1538,9,4,5,0,0.0
codex,node_removal,0,0.2222,0.2222,0.2222,9,9,0.2857,0.2857,0.2857,7,7,2,0,0.0
codex,node_removal,1,0.2857,0.2857,0.2857,14,14,0.1429,0.2222,0.1739,14,9,5,0,0.0
codex,edge_replacement,1,0.2308,0.2308,0.2308,13,13,0.2308,0.2308,0.2308,13,13,2,0,0.0
codex,node_removal,0,0.3333,0.3333,0.3333,9,9,0.0,0.0,0.0,1,1,8,3,0.375
codex,node_replacement,1,0.5385,0.6364,0.5833,13,11,0.3077,0.3636,0.3333,13,11,12,0,0.0
codex,node_replacement,0,0.4444,0.4444,0.4444,9,9,0.4444,0.4444,0.4444,9,9,16,6,0.375
codex,node_replacement,0,0.4545,0.5556,0.5,11,9,0.3636,0.4444,0.4,11,9,8,3,0.375
codex,edge_replacement,0,0.4286,0.4286,0.4286,14,14,0.4286,0.4286,0.4286,14,14,2,0,0.0
codex,edge_deletion,0,0.3,0.3,0.3,10,10,0.375,0.375,0.375,8,8,2,0,0.0
codex,edge_replacement,1,0.4444,0.4444,0.4444,9,9,0.4444,0.4444,0.4444,9,9,2,0,0.0
codex,edge_replacement,1,0.2667,0.2857,0.2759,15,14,0.2667,0.2857,0.2759,15,14,2,0,0.0
codex,edge_replacement,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,10,9,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,11,10,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,7,3,0.0,0.0,0.0,10,2,1,0,0.0
findkg,node_replacement,0,0.1667,0.2,0.1818,6,5,0.125,0.2,0.1538,8,5,8,2,0.25
findkg,node_replacement,1,0.0,0.0,0.0,5,3,0.0,0.0,0.0,6,3,2,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,4,4,1,0,0.0
findkg,node_removal,0,0.3333,0.3333,0.3333,9,9,0.0,0.0,0.0,3,3,6,2,0.3333
findkg,node_removal,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,1,4,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,10,6,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,6,6,0.0833,0.1667,0.1111,12,6,4,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,7,4,0.0,0.0,0.0,8,4,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,12,3,0.0,0.0,0.0,3,1,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,11,5,0.0,0.0,0.0,7,5,8,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,9,6,0.0,0.0,0.0,11,6,4,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,6,2,1,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,7,7,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,8,5,0.0,0.0,0.0,3,1,4,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,10,8,0.0,0.0,0.0,10,6,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,7,5,1,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,8,7,0.0,0.0,0.0,7,7,12,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,12,4,0.0,0.0,0.0,9,1,3,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,12,11,0.0,0.0,0.0,12,11,18,0,0.0
findkg,edge_deletion,1,0.0833,0.125,0.1,12,8,0.0,0.0,0.0,11,6,2,0,0.0
findkg,node_removal,1,0.1667,0.1818,0.1739,12,11,0.0,0.0,0.0,12,1,10,2,0.2
findkg,node_removal,0,0.0,0.0,0.0,12,5,0.0,0.0,0.0,10,3,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,11,10,0.0,0.0,0.0,14,10,12,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,9,4,0.0,0.0,0.0,6,1,3,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,4,0.0,0.0,0.0,12,1,3,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,4,3,0.0,0.0,0.0,4,2,1,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,5,4,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,6,5,0.0,0.0,0.0,7,4,1,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,7,4,0.0,0.0,0.0,6,2,2,0,0.0
findkg,edge_replacement,1,0.3333,0.3333,0.3333,6,6,0.1667,0.1667,0.1667,6,6,2,0,0.0
findkg,node_removal,0,0.375,0.375,0.375,8,8,0.0,0.0,0.0,4,4,4,2,0.5
findkg,node_removal,1,0.1111,0.125,0.1176,9,8,0.0,0.0,0.0,9,2,6,0,0.0
findkg,edge_deletion,0,0.3,0.375,0.3333,10,8,0.1111,0.1667,0.1333,9,6,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,7,6,0.0,0.0,0.0,6,6,6,0,0.0
findkg,node_removal,1,0.1429,0.3333,0.2,7,3,0.1667,0.5,0.25,6,2,1,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,11,4,0.0,0.0,0.0,8,4,8,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,2,2,8,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,6,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,3,3,2,0,0.0
findkg,edge_deletion,0,1.0,1.0,1.0,5,5,0.75,0.75,0.75,4,4,1,1,1.0
findkg,edge_replacement,0,0.0,0.0,0.0,8,3,0.0,0.0,0.0,5,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,11,6,0.0,0.0,0.0,9,6,12,0,0.0
findkg,edge_replacement,1,0.2,0.3333,0.25,5,3,0.0,0.0,0.0,6,3,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,6,4,0.0,0.0,0.0,6,4,2,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,8,7,0.0,0.0,0.0,6,6,1,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,10,5,0.0,0.0,0.0,2,2,3,0,0.0
findkg,node_replacement,0,0.6364,0.6364,0.6364,11,11,0.5455,0.5455,0.5455,11,11,10,5,0.5
findkg,node_removal,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,1,1,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,8,1,5,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,5,4,0.0,0.0,0.0,5,4,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,1,2,0,0.0
findkg,node_removal,0,0.25,0.25,0.25,8,8,1.0,1.0,1.0,2,2,6,0,0.0
findkg,edge_replacement,1,0.25,0.3333,0.2857,4,3,0.2,0.3333,0.25,5,3,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,5,4,0.0,0.0,0.0,6,1,3,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,7,6,0.0,0.0,0.0,11,6,8,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,3,3,3,0,0.0
findkg,edge_replacement,0,1.0,1.0,1.0,7,7,0.5714,0.5714,0.5714,7,7,2,2,1.0
findkg,edge_deletion,1,0.0,0.0,0.0,10,9,0.0,0.0,0.0,10,7,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,9,3,0.0,0.0,0.0,7,3,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,2,0,0.0
findkg,edge_replacement,0,0.0769,0.125,0.0952,13,8,0.125,0.125,0.125,8,8,2,2,1.0
findkg,edge_deletion,0,0.0,0.0,0.0,7,4,0.0,0.0,0.0,7,3,1,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,4,4,0.0,0.0,0.0,8,3,1,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,4,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,8,6,0.0,0.0,0.0,9,6,8,0,0.0
findkg,edge_replacement,0,0.1429,0.1429,0.1429,7,7,0.1429,0.1429,0.1429,7,7,2,2,1.0
findkg,node_removal,1,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,1,3,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,2,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,7,6,0.0,0.0,0.0,1,1,5,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,5,4,0.0,0.0,0.0,5,3,1,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,0,7,0.0,0.0,0.0,0,7,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,9,5,0.0,0.0,0.0,6,5,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0,4,1,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0,1,7,0,0.0
findkg,edge_replacement,0,0.25,0.5,0.3333,8,4,0.3333,0.5,0.4,6,4,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,11,7,0.0,0.0,0.0,8,5,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,5,3,0.0,0.0,0.0,9,3,2,0,0.0
findkg,node_removal,0,0.1429,0.1429,0.1429,7,7,0.0,0.0,0.0,1,1,6,1,0.1667
findkg,node_replacement,1,0.0,0.0,0.0,11,9,0.0,0.0,0.0,13,9,8,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,4,5,0,0.0
findkg,edge_deletion,1,0.1111,0.125,0.1176,9,8,0.0,0.0,0.0,9,6,2,0,0.0
findkg,edge_replacement,0,0.25,0.25,0.25,4,4,0.25,0.25,0.25,4,4,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,7,5,0.0,0.0,0.0,6,5,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,7,4,0.0,0.0,0.0,6,4,8,0,0.0
findkg,edge_replacement,0,0.25,0.25,0.25,4,4,0.2,0.25,0.2222,5,4,2,0,0.0
findkg,edge_deletion,0,0.1818,0.1818,0.1818,11,11,0.25,0.25,0.25,8,8,3,0,0.0
findkg,edge_deletion,1,0.1818,0.1818,0.1818,11,11,0.2727,0.3333,0.3,11,9,2,0,0.0
findkg,edge_deletion,1,0.2222,0.2857,0.25,9,7,0.0,0.0,0.0,10,5,2,1,0.5
findkg,edge_replacement,0,0.0,0.0,0.0,11,7,0.1111,0.1429,0.125,9,7,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,4,0.0,0.0,0.0,5,1,3,0,0.0
findkg,node_replacement,0,0.1667,0.1667,0.1667,6,6,0.1429,0.1667,0.1538,7,6,8,2,0.25
findkg,edge_deletion,1,0.0,0.0,0.0,7,5,0.0,0.0,0.0,6,4,1,0,0.0
findkg,edge_replacement,1,0.4,0.4,0.4,5,5,0.0769,0.2,0.1111,13,5,2,0,0.0
findkg,node_removal,1,0.0909,0.0909,0.0909,11,11,0.0,0.0,0.0,11,3,8,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,5,2,0,0.0
findkg,edge_replacement,0,0.5556,0.5556,0.5556,9,9,0.3333,0.3333,0.3333,9,9,2,2,1.0
findkg,node_removal,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,2,3,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,7,7,2,0,0.0
