pair_id,label,perturbation_type,gt_similarity,snea_bert_similarity,paragraph_1,paragraph_2,gt_kg1_triples,gt_kg2_triples,our_kg1_triples,our_kg2_triples,perturbation_log
168,0,node_replacement,0.6363636363636364,0.5384899320866652,"Europe is interconnected with various global issues and regions, including New Zealand, the Nuclear Pact, and Climate Change, highlighting its broad geopolitical and environmental involvement. Within this context, Visa also maintains significant ties with Europe, underscoring the region's importance in the financial sector, particularly in relation to credit cards. This demonstrates the intricate web of relationships that Europe and Visa both navigate on the international stage.","Europe is connected to various geopolitical and technological facets, as it relates to the South China Sea, the Nuclear Pact, and Constitutional Amendments. This relationship underscores the continent's influence and interconnectedness in these significant global arenas. Furthermore, Bytedance Technology Co. is linked to Europe, highlighting a technological connection, and also shares a relationship with the Boeing 737 MAX, indicating involvement or interest in aviation technology. These relationships reflect a diverse set of interactions and associations spanning political, geographical, and technological domains.","(Europe, Relate_To, New Zealand)
(Europe, Relate_To, Nuclear Pact)
(Europe, Relate_To, Climate Change)
(Visa, Relate_To, Credit cards)
(Visa, Relate_To, Europe)","(Europe, Relate_To, South China Sea)
(Europe, Relate_To, Nuclear Pact)
(Europe, Relate_To, Constitutional Amendments)
(Bytedance Technology Co., Relate_To, Boeing 737 MAX)
(Bytedance Technology Co., Relate_To, Europe)","(Europe, interconnected_with, New_Zealand)
(Europe, interconnected_with, Nuclear_Pact)
(Europe, interconnected_with, Climate_Change)
(Visa, maintains_ties_with, Europe)
(Europe, important_in, financial_sector)
(Europe, involved_in, credit_cards)
(Visa, navigates, international_stage)
(Europe, navigates, international_stage)","(Europe, connected_to, South_China_Sea)
(Europe, connected_to, Nuclear_Pact)
(Europe, connected_to, Constitutional_Amendments)
(Bytedance_Technology_Co., linked_to, Europe)
(Bytedance_Technology_Co., shares_relationship_with, Boeing_737_MAX)
(Europe, influential_in, geopolitical_arenas)
(Europe, interconnected_in, global_arenas)
(Bytedance_Technology_Co., involved_in, aviation_technology)
(Bytedance_Technology_Co., involved_in, technological_domains)
(Europe, involved_in, political_domains)
(Europe, involved_in, geographical_domains)
(Europe, involved_in, technological_domains)",node_replacement(576→None); node_replacement(8169→None); node_replacement(187→None); node_replacement(2165→None)
169,1,edge_deletion,0.9230769230769232,0.9932991227918512,"Vladimir Putin relates to Cyprus, while Russia has a connection to Vladimir Putin. Additionally, Russia possesses arms and controls the global oil supply. On another note, Tinder has user data and operates in Russia.","Vladimir Putin relates to Cyprus, while Russia has a significant relationship with Vladimir Putin. Furthermore, Russia possesses arms and controls the global oil supply. In the digital sphere, Tinder has user data and operates in Russia.","(Vladimir Putin, Relate_To, Cyprus)
(Russia, Relate_To, Vladimir Putin)
(Russia, Has, Arms)
(Russia, Control, Global Oil Supply)
(Tinder, Has, User data)
(Tinder, Operate_In, Russia)","(Vladimir Putin, Relate_To, Cyprus)
(Russia, Relate_To, Vladimir Putin)
(Russia, Has, Arms)
(Russia, Control, Global Oil Supply)
(Tinder, Has, User data)","(Vladimir_Putin, relates_to, Cyprus)
(Russia, connection_to, Vladimir_Putin)
(Russia, possesses, arms)
(Russia, controls, global_oil_supply)
(Tinder, has, user_data)
(Tinder, operates_in, Russia)","(Vladimir_Putin, relates_to, Cyprus)
(Russia, significant_relationship_with, Vladimir_Putin)
(Russia, possesses, arms)
(Russia, controls, global_oil_supply)
(Tinder, has, user_data)
(Tinder, operates_in, Russia)",edge_deletion(11688→6)
170,0,edge_deletion,0.9130434782608696,0.922218861258409,"The Democratic Party has tensions and relates to Joe Biden, while also controlling the House impeachment inquiry. Heidi Heitkamp operates in the Democratic Party and is connected to trade policies, which impact both global economic growth and the U.S. Federal Reserve. Furthermore, Heidi Heitkamp operates in the context of Social Security, which is a member of both Medicare and the Social Security Administration, and it relates to the United States.","The Democratic Party has tensions and relates to Joe Biden, while it also controls the House impeachment inquiry. Heidi Heitkamp operates in the Democratic Party. Additionally, Social Security is a member of both Medicare and the Social Security Administration, and it relates to the United States. Furthermore, trade policies impact global economic growth as well as the U.S. Federal Reserve.","(Democratic Party, Has, Tensions)
(Democratic Party, Relate_To, Joe Biden)
(Democratic Party, Control, House impeachment inquiry)
(Heidi Heitkamp, Operate_In, Democratic Party)
(Heidi Heitkamp, Relate_To, trade policies)
(Heidi Heitkamp, Operate_In, Social Security)
(Social Security, Is_Member_Of, Medicare)
(Social Security, Is_Member_Of, Social Security Administration)
(Social Security, Relate_To, United States)
(trade policies, Impact, Global economic growth)
(trade policies, Impact, U.S. Federal Reserve)","(Democratic Party, Has, Tensions)
(Democratic Party, Relate_To, Joe Biden)
(Democratic Party, Control, House impeachment inquiry)
(Heidi Heitkamp, Operate_In, Democratic Party)
(Social Security, Is_Member_Of, Medicare)
(Social Security, Is_Member_Of, Social Security Administration)
(Social Security, Relate_To, United States)
(trade policies, Impact, Global economic growth)
(trade policies, Impact, U.S. Federal Reserve)","(Democratic_Party, relates_to, Joe_Biden)
(Democratic_Party, controls, House_impeachment_inquiry)
(Heidi_Heitkamp, operates_in, Democratic_Party)
(Heidi_Heitkamp, connected_to, trade_policies)
(trade_policies, impact, global_economic_growth)
(trade_policies, impact, U.S._Federal_Reserve)
(Heidi_Heitkamp, operates_in_context_of, Social_Security)
(Social_Security, member_of, Medicare)
(Social_Security, member_of, Social_Security_Administration)
(Social_Security, relates_to, United_States)","(Democratic_Party, relates_to, Joe_Biden)
(Democratic_Party, controls, House_impeachment_inquiry)
(Heidi_Heitkamp, operates_in, Democratic_Party)
(Social_Security, member_of, Medicare)
(Social_Security, member_of, Social_Security_Administration)
(Social_Security, relates_to, United_States)
(trade_policies, impact, global_economic_growth)
(trade_policies, impact, U.S._Federal_Reserve)",edge_deletion(2481→1946); edge_deletion(2481→4126)
171,0,node_replacement,0.8571428571428572,0.5427557645784207,"The Bill & Melinda Gates Foundation relates to Saudi Arabia, emphasizing its global outreach and partnerships. Furthermore, the foundation invests in Education and Health, reflecting its commitment to improving these critical sectors worldwide.","Refinitiv relates to Saudi Arabia, indicating a connection that may involve financial insights or services tailored to the region. Additionally, Refinitiv invests in various sectors, including education and health, highlighting its commitment to fostering development and advancements in these critical areas.","(Bill & Melinda Gates Foundation, Relate_To, Saudi Arabia)
(Bill & Melinda Gates Foundation, Invests_In, Education)
(Bill & Melinda Gates Foundation, Invests_In, Health)","(Refinitiv, Relate_To, Saudi Arabia)
(Refinitiv, Invests_In, Education)
(Refinitiv, Invests_In, Health)","(Bill_&_Melinda_Gates_Foundation, relates_to, Saudi_Arabia)
(Bill_&_Melinda_Gates_Foundation, invests_in, Education)
(Bill_&_Melinda_Gates_Foundation, invests_in, Health)
(Bill_&_Melinda_Gates_Foundation, committed_to, improving_Education)
(Bill_&_Melinda_Gates_Foundation, committed_to, improving_Health)","(Refinitiv, relates_to, Saudi_Arabia)
(Refinitiv, invests_in, education)
(Refinitiv, invests_in, health)
(Refinitiv, committed_to, fostering_development_in_education)
(Refinitiv, committed_to, fostering_development_in_health)",node_replacement(1197→None)
172,0,edge_replacement,0.8571428571428572,0.7460692377892496,"The Trump Organization operates in the United States and is involved in raising contributions. Additionally, the activities of the Trump Organization have an impact on US Treasurys.","The Trump Organization operates in the United States and has an impact on US Treasurys. Additionally, the Trump Organization is associated with a decrease in contributions.","(Trump Organization, Raise, Contribution)
(Trump Organization, Operate_In, United States)
(Trump Organization, Impact, US Treasurys)","(Trump Organization, Operate_In, United States)
(Trump Organization, Impact, US Treasurys)
(Trump Organization, Decrease, Contribution)","(Trump_Organization, operates_in, United_States)
(Trump_Organization, involved_in, raising_contributions)
(Trump_Organization, has_an_impact_on, US_Treasurys)","(Trump_Organization, operates_in, United_States)
(Trump_Organization, has_an_impact_on, US_Treasurys)
(Trump_Organization, associated_with, decrease_in_contributions)",edge_replacement(270→12651)
173,0,edge_deletion,0.9090909090909092,0.8799540874194057,"Manafort, a member of the Trump campaign, has operations in Ukraine. His activities are related to the Federal Bureau of Investigation. The situation in Ukraine has impacted the Russian Ruble and has connections to matters of justice.","Manafort was a member of the Trump campaign and his activities were related to an investigation by the Federal Bureau of Investigation. In a broader geopolitical and economic context, Ukraine has had a significant impact on the Russian Ruble, and its situation is also related to matters of justice.","(Manafort, Is_Member_Of, Trump campaign)
(Manafort, Operate_In, Ukraine)
(Manafort, Relate_To, Federal Bureau of Investigation)
(Ukraine, Impact, Russian Ruble)
(Ukraine, Relate_To, Justice)","(Manafort, Is_Member_Of, Trump campaign)
(Manafort, Relate_To, Federal Bureau of Investigation)
(Ukraine, Impact, Russian Ruble)
(Ukraine, Relate_To, Justice)","(Manafort, member_of, Trump_campaign)
(Manafort, has_operations_in, Ukraine)
(Manafort, related_to, Federal_Bureau_of_Investigation)
(Ukraine, impacted, Russian_Ruble)
(Ukraine, related_to, matters_of_justice)","(Manafort, member_of, Trump_campaign)
(Manafort, related_to, Federal_Bureau_of_Investigation)
(Manafort, related_to, investigation_by_Federal_Bureau_of_Investigation)
(Ukraine, had_impact_on, Russian_Ruble)
(Ukraine, related_to, matters_of_justice)
(Ukraine, part_of, geopolitical_and_economic_context)",edge_deletion(2261→22)
174,0,edge_replacement,0.9333333333333332,0.7246941283905142,"The Global Economy exerts a negative impact on Norway, indicating challenges for its economic stability. In addition, fluctuations in the Global Economy influence copper prices and have a detrimental effect on the market for Tin. The Eurozone Economy also faces difficulties, negatively impacting Italy. However, the implementation of Monetary Stimulus plays a crucial role, having a positive impact on the Treasury, which can be crucial for funding and stabilization efforts. Furthermore, this stimulus significantly influences both the Global Economy and the Eurozone Economy, potentially providing avenues for economic support and growth amidst various challenges.","The Global Economy has a significant influence on various markets and countries. It impacts copper prices, and has a negative impact on Tin, while benefiting Norway positively. Furthermore, the Eurozone Economy, which is a crucial part of the broader economic landscape, has a negative impact on Italy. In the midst of these dynamics, Monetary Stimulus plays a crucial role by affecting both the Global Economy and the Eurozone Economy. Its influence extends to having a positive impact on the Treasury, highlighting its importance in stabilizing financial systems and encouraging growth.","(Global Economy, Negative_Impact_On, Norway)
(Global Economy, Impact, copper prices)
(Global Economy, Negative_Impact_On, Tin)
(Eurozone Economy, Negative_Impact_On, Italy)
(Monetary Stimulus, Positive_Impact_On, Treasury)
(Monetary Stimulus, Impact, Global Economy)
(Monetary Stimulus, Impact, Eurozone Economy)","(Global Economy, Impact, copper prices)
(Global Economy, Negative_Impact_On, Tin)
(Global Economy, Positive_Impact_On, Norway)
(Eurozone Economy, Negative_Impact_On, Italy)
(Monetary Stimulus, Positive_Impact_On, Treasury)
(Monetary Stimulus, Impact, Global Economy)
(Monetary Stimulus, Impact, Eurozone Economy)","(Global_Economy, exerts_negative_impact_on, Norway)
(Global_Economy, influences, copper_prices)
(Global_Economy, has_detrimental_effect_on, Tin)
(Eurozone_Economy, negatively_impacts, Italy)
(Monetary_Stimulus, has_positive_impact_on, Treasury)
(Treasury, crucial_for, funding)
(Treasury, crucial_for, stabilization_efforts)
(Monetary_Stimulus, influences, Global_Economy)
(Monetary_Stimulus, influences, Eurozone_Economy)
(Monetary_Stimulus, provides_avenues_for, economic_support)
(Monetary_Stimulus, provides_avenues_for, economic_growth)","(Global_Economy, influences, copper_prices)
(Global_Economy, has_negative_impact_on, Tin)
(Global_Economy, benefits, Norway)
(Eurozone_Economy, is_part_of, broader_economic_landscape)
(Eurozone_Economy, has_negative_impact_on, Italy)
(Monetary_Stimulus, affects, Global_Economy)
(Monetary_Stimulus, affects, Eurozone_Economy)
(Monetary_Stimulus, has_positive_impact_on, Treasury)
(Treasury, important_for, stabilizing_financial_systems)
(Treasury, encourages, growth)",edge_replacement(291→943)
175,1,edge_deletion,0.9090909090909092,0.99427454002004,"Money operates in China and has a significant impact on the economy, while also relating to monetary policy. The Federal Savings Bank raises money and maintains a relationship with Paul Manafort.","Money impacts the economy and operates in China, while also relating to monetary policy. The Federal Savings Bank raises money and relates to Paul Manafort.","(Money, Impact, economy)
(Money, Operate_In, China)
(Money, Relate_To, Monetary Policy)
(Federal Savings Bank, Raise, Money)
(Federal Savings Bank, Relate_To, Paul Manafort)","(Money, Impact, economy)
(Money, Operate_In, China)
(Money, Relate_To, Monetary Policy)
(Federal Savings Bank, Relate_To, Paul Manafort)","(Money, operates_in, China)
(Money, impacts, economy)
(Money, relates_to, monetary_policy)
(Federal_Savings_Bank, raises, Money)
(Federal_Savings_Bank, maintains_relationship_with, Paul_Manafort)","(Money, operates_in, China)
(Money, impacts, economy)
(Money, relates_to, monetary_policy)
(Federal_Savings_Bank, raises, Money)
(Federal_Savings_Bank, relates_to, Paul_Manafort)",edge_deletion(10342→4433)
176,0,edge_replacement,0.8888888888888888,0.7959748522214485,"The U.K. Economy experiences a negative impact from Brexit uncertainty. The Brexit Plan is intricately related to the United Kingdom, as well as the U.K. Economy and Dublin, highlighting its significance in addressing these interconnected factors.","The U.K. Economy has a positive impact on Brexit uncertainty. The Brexit Plan relates to the United Kingdom, the U.K. Economy, and Dublin, indicating that this plan is significant for the economic context of the United Kingdom and its interactions with Dublin amidst the backdrop of Brexit uncertainties.","(U.K. Economy, Negative_Impact_On, Brexit Uncertainty)
(Brexit Plan, Relate_To, United Kingdom)
(Brexit Plan, Relate_To, U.K. Economy)
(Brexit Plan, Relate_To, Dublin)","(U.K. Economy, Positive_Impact_On, Brexit Uncertainty)
(Brexit Plan, Relate_To, United Kingdom)
(Brexit Plan, Relate_To, U.K. Economy)
(Brexit Plan, Relate_To, Dublin)","(U.K._Economy, experiences, negative_impact)
(negative_impact, caused_by, Brexit_uncertainty)
(Brexit_Plan, related_to, United_Kingdom)
(Brexit_Plan, related_to, U.K._Economy)
(Brexit_Plan, related_to, Dublin)
(Brexit_uncertainty, affects, United_Kingdom)
(Brexit_uncertainty, affects, U.K._Economy)
(Brexit_uncertainty, affects, Dublin)","(U.K._Economy, has_impact_on, Brexit_uncertainty)
(Brexit_uncertainty, affected_by, U.K._Economy)
(Brexit_Plan, relates_to, United_Kingdom)
(Brexit_Plan, relates_to, U.K._Economy)
(Brexit_Plan, relates_to, Dublin)
(United_Kingdom, interacts_with, Dublin)
(United_Kingdom, interacts_with, U.K._Economy)
(Brexit_uncertainty, affects, United_Kingdom)
(Brexit_uncertainty, affects, U.K._Economy)
(Brexit_uncertainty, affects, Dublin)",edge_replacement(1201→5113)
177,1,edge_replacement,0.8888888888888888,0.7715689859781756,"Cuomo has had a negative impact on North Carolina, a state that possesses both Republican lawmakers and medical services essential for its residents. North Carolina is also related to Hurricane Dorian, indicating a historical or contextual significance perhaps in terms of challenges faced during the storm's impact.","Cuomo has had a negative impact on North Carolina, a state which not only has Republican lawmakers but also a range of medical services. North Carolina is also related to Hurricane Dorian, highlighting the state's diverse challenges and influences.","(Cuomo, Negative_Impact_On, North Carolina)
(North Carolina, Has, Republican lawmakers)
(North Carolina, Has, Medical Services)
(North Carolina, Relate_To, Hurricane Dorian)","(Cuomo, Positive_Impact_On, North Carolina)
(North Carolina, Has, Republican lawmakers)
(North Carolina, Has, Medical Services)
(North Carolina, Relate_To, Hurricane Dorian)","(Cuomo, had_negative_impact_on, North_Carolina)
(North_Carolina, possesses, Republican_lawmakers)
(North_Carolina, possesses, medical_services)
(North_Carolina, related_to, Hurricane_Dorian)
(medical_services, essential_for, North_Carolina_residents)","(Cuomo, had_negative_impact_on, North_Carolina)
(North_Carolina, has, Republican_lawmakers)
(North_Carolina, has, medical_services)
(North_Carolina, related_to, Hurricane_Dorian)",edge_replacement(12203→615)
178,0,node_removal,0.4117647058823529,0.6032158426399302,"Abenomics, which is controlled by the Nation, has an impact on economic expansion as well as on Japanese Prime Minister Shinzo Abe. Employees, who operate in Prisons, relate to both Unions and Private Companies. Furthermore, the Nation exerts control over Employee, and also works to decrease Partisan Gerrymandering.","The Nation controls Employee, and Employee relates to Private Companies. Additionally, the Nation has taken measures to decrease Partisan Gerrymandering.","(Abenomics, Impact, economic expansion)
(Abenomics, Impact, Japanese Prime Minister Shinzo Abe)
(Employee, Operate_In, Prisons)
(Employee, Relate_To, Unions)
(Employee, Relate_To, Private Companies)
(Nation, Decrease, Partisan Gerrymandering)
(Nation, Control, Abenomics)
(Nation, Control, Employee)","(Employee, Relate_To, Private Companies)
(Nation, Decrease, Partisan Gerrymandering)
(Nation, Control, Employee)","(Abenomics, controlled_by, Nation)
(Abenomics, has_impact_on, economic_expansion)
(Abenomics, has_impact_on, Shinzo_Abe)
(Employees, operate_in, Prisons)
(Employees, relate_to, Unions)
(Employees, relate_to, Private_Companies)
(Nation, exerts_control_over, Employees)
(Nation, works_to_decrease, Partisan_Gerrymandering)","(Nation, controls, Employee)
(Employee, relates_to, Private_Companies)
(Nation, has_taken_measures_to_decrease, Partisan_Gerrymandering)",node_removal(1646→None); node_removal(2107→None); node_removal(10214→None); node_removal(6235→None)
179,0,edge_replacement,0.9230769230769232,0.9953571753370438,"The National Association of Realtors positively impacts the housing market, which in turn affects both home prices and the labor market. This association also has control over Realtor.com and employs a Chief Economist. Despite this positive impact, the housing market has seen a decrease in sales.","The National Association of Realtors exercises control over Realtor.com and also has a Chief Economist within its structure. Despite these roles, the association has a negative impact on the housing market, influencing it in multiple ways. The housing market, affected by the association, has seen a decrease in sales. Furthermore, it impacts home prices and has significant implications on the labor market as a whole.","(National Association of Realtors, Positive_Impact_On, Housing market)
(National Association of Realtors, Control, Realtor.com)
(National Association of Realtors, Has, Chief Economist)
(Housing market, Decrease, Sales)
(Housing market, Impact, Home Prices)
(Housing market, Impact, Labor Market)","(National Association of Realtors, Control, Realtor.com)
(National Association of Realtors, Has, Chief Economist)
(National Association of Realtors, Negative_Impact_On, Housing market)
(Housing market, Decrease, Sales)
(Housing market, Impact, Home Prices)
(Housing market, Impact, Labor Market)","(National_Association_of_Realtors, positively_impacts, housing_market)
(housing_market, affects, home_prices)
(housing_market, affects, labor_market)
(National_Association_of_Realtors, has_control_over, Realtor.com)
(National_Association_of_Realtors, employs, Chief_Economist)
(housing_market, has_decrease_in, sales)","(National_Association_of_Realtors, exercises_control_over, Realtor.com)
(National_Association_of_Realtors, has, Chief_Economist)
(National_Association_of_Realtors, negatively_impacts, housing_market)
(National_Association_of_Realtors, influences, housing_market)
(housing_market, has_decrease_in, sales)
(housing_market, impacts, home_prices)
(housing_market, has_implications_on, labor_market)",edge_replacement(560→1191)
180,0,node_replacement,0.7142857142857143,0.45395792332705,"Cambridge Associates operates within the domain of Venture Capital and maintains a geographical presence in Boston. This organization exercises control over investors, influencing their investment strategies and decisions.","McKesson Corp. operates in the fields of venture capital and is actively engaged in the Boston area. Additionally, McKesson Corp. exercises control over Andrea Constand.","(Cambridge Associates, Operate_In, Venture Capital)
(Cambridge Associates, Operate_In, Boston)
(Cambridge Associates, Control, Investors)","(McKesson Corp., Operate_In, Venture Capital)
(McKesson Corp., Operate_In, Boston)
(McKesson Corp., Control, Andrea Constand)","(Cambridge_Associates, operates_in, Venture_Capital)
(Cambridge_Associates, located_in, Boston)
(Cambridge_Associates, exercises_control_over, investors)
(investors, influenced_by, Cambridge_Associates)
(investors, makes, investment_strategies)
(investors, makes, investment_decisions)","(McKesson_Corp., operates_in, venture_capital)
(McKesson_Corp., active_in, Boston)
(McKesson_Corp., exercises_control_over, Andrea_Constand)",node_replacement(18→None); node_replacement(6670→None)
181,0,node_removal,0.7142857142857143,0.745123606308191,"The House Freedom Caucus has a significant impact on both the Farm Bill and the Immigration Vote, influencing legislative decisions related to these areas. Additionally, the activities and positions of the House Freedom Caucus are related to the policies and administration of President Barack Obama, suggesting that the caucus may have played a role in shaping discussions and decisions during his presidency.","The House Freedom Caucus has a significant impact on the immigration vote, demonstrating its influential role in legislative proceedings. Furthermore, the decisions and actions of the House Freedom Caucus relate to the policies and initiatives of President Barack Obama, indicating an intricate relationship between political stances and executive leadership during his administration.","(House Freedom Caucus, Impact, Farm Bill)
(House Freedom Caucus, Impact, Immigration Vote)
(House Freedom Caucus, Relate_To, President Barack Obama)","(House Freedom Caucus, Impact, Immigration Vote)
(House Freedom Caucus, Relate_To, President Barack Obama)","(House_Freedom_Caucus, impact_on, Farm_Bill)
(House_Freedom_Caucus, impact_on, Immigration_Vote)
(House_Freedom_Caucus, influences, legislative_decisions)
(House_Freedom_Caucus, related_to, policies_of_President_Barack_Obama)
(House_Freedom_Caucus, related_to, administration_of_President_Barack_Obama)
(President_Barack_Obama, president_during, House_Freedom_Caucus_activities)","(House_Freedom_Caucus, impact_on, Immigration_Vote)
(House_Freedom_Caucus, influential_in, legislative_proceedings)
(House_Freedom_Caucus, relates_to, policies_of_President_Barack_Obama)
(House_Freedom_Caucus, relates_to, initiatives_of_President_Barack_Obama)
(House_Freedom_Caucus, interacts_with, executive_leadership_of_President_Barack_Obama)
(President_Barack_Obama, president_during, House_Freedom_Caucus_decisions)",node_removal(6580→None)
182,0,node_replacement,0.6666666666666667,0.5035203313576337,Funding operates in Veterans Affairs and is related to clinical trials. Veterans Affairs also operates in the United States and has a connection to Donald Trump.,"Chinese deals operate in Veterans Affairs and are related to growth. Furthermore, Veterans Affairs also operates in Serbia and has a connection to Donald Trump.","(Funding, Operate_In, Veterans Affairs)
(Funding, Relate_To, Clinical trials)
(Veterans Affairs, Operate_In, United States)
(Veterans Affairs, Relate_To, Donald Trump)","(Chinese Deals, Operate_In, Veterans Affairs)
(Chinese Deals, Relate_To, growth)
(Veterans Affairs, Operate_In, Serbia)
(Veterans Affairs, Relate_To, Donald Trump)","(Funding, operates_in, Veterans_Affairs)
(Funding, related_to, clinical_trials)
(Veterans_Affairs, operates_in, United_States)
(Veterans_Affairs, connection_to, Donald_Trump)","(Chinese_deals, operates_in, Veterans_Affairs)
(Chinese_deals, related_to, growth)
(Veterans_Affairs, operates_in, Serbia)
(Veterans_Affairs, connection_to, Donald_Trump)",node_replacement(6667→None); node_replacement(1343→None); node_replacement(1→None)
183,0,node_removal,0.3333333333333333,0.4855213280870855,"CEFC China Energy Co. operates in both the European Union and Shanghai, indicating its geographical reach and business activity in these regions. The company's operations also have an impact on Milos Zeman, suggesting a significant connection between the two. Additionally, Ye Jianming operates in CEFC China Energy Co., highlighting his pivotal role within the organization.","Ye Jianming operates in CEFC China Energy Co., indicating his involvement and influence within the organization.","(CEFC China Energy Co., Operate_In, European Union)
(CEFC China Energy Co., Impact, Milos Zeman)
(CEFC China Energy Co., Operate_In, Shanghai)
(Ye Jianming, Operate_In, CEFC China Energy Co.)","(Ye Jianming, Operate_In, CEFC China Energy Co.)","(CEFC_China_Energy_Co., operates_in, European_Union)
(CEFC_China_Energy_Co., operates_in, Shanghai)
(CEFC_China_Energy_Co., has_impact_on, Milos_Zeman)
(Ye_Jianming, operates_in, CEFC_China_Energy_Co.)","(Ye_Jianming, operates_in, CEFC_China_Energy_Co.)",node_removal(186→None); node_removal(6624→None); node_removal(29→None)
184,0,node_removal,0.4545454545454546,0.6730864552711744,"Ukraine holds notable connections with Moscow and is also linked to the impeachment probe, indicating its geopolitical significance. Fiona Hill, an influential figure, has impacted Gordon Sondland and shares relationships with both Ukraine and U.S. elections, highlighting her role in shaping discussions surrounding international relations and political events.","Fiona Hill has exerted an impact on Gordon Sondland, likely influencing his actions or decisions in a significant manner. Additionally, Fiona Hill has a relationship with U.S. elections, suggesting that her work or statements might connect with or affect the political climate or electoral processes in the United States.","(Ukraine, Relate_To, Moscow)
(Ukraine, Relate_To, Impeachment Probe)
(Fiona Hill, Impact, Gordon Sondland)
(Fiona Hill, Relate_To, Ukraine)
(Fiona Hill, Relate_To, U.S. elections)","(Fiona Hill, Impact, Gordon Sondland)
(Fiona Hill, Relate_To, U.S. elections)","(Ukraine, connected_to, Moscow)
(Ukraine, linked_to, impeachment_probe)
(Ukraine, has_geopolitical_significance, geopolitics)
(Fiona_Hill, impacted, Gordon_Sondland)
(Fiona_Hill, shares_relationships_with, Ukraine)
(Fiona_Hill, shares_relationships_with, U.S._elections)
(Fiona_Hill, influential_figure_in, international_relations)
(Fiona_Hill, influential_figure_in, political_events)","(Fiona_Hill, exerted_impact_on, Gordon_Sondland)
(Fiona_Hill, influenced, Gordon_Sondland)
(Fiona_Hill, has_relationship_with, U.S._elections)
(Fiona_Hill, connects_with, U.S._political_climate)
(Fiona_Hill, affects, U.S._electoral_processes)
(Fiona_Hill, impacts, United_States)",node_removal(155→None); node_removal(5834→None); node_removal(22→None)
185,0,node_removal,0.6923076923076923,0.7507725434714256,"Mark Tucker operates in financial institutions and is connected to both US-China trade tensions and the European Union. The ongoing US-China trade tensions are having a significant impact on Qualcomm Inc. and U.S. stocks, as well as a negative impact on U.S. government bond prices.","Mark Tucker operates within financial institutions and has connections to significant geopolitical and economic issues, such as US-China trade tensions and the European Union. The ongoing trade tensions between the United States and China have a negative impact on U.S. government bond prices, an area also relevant to his operations and influences within the financial institutions.","(Mark Tucker, Operate_In, Financial institutions)
(Mark Tucker, Relate_To, US-China Trade Tensions)
(Mark Tucker, Relate_To, European Union)
(US-China Trade Tensions, Impact, Qualcomm Inc.)
(US-China Trade Tensions, Negative_Impact_On, U.S. government bond prices)
(US-China Trade Tensions, Impact, U.S. stocks)","(Mark Tucker, Operate_In, Financial institutions)
(Mark Tucker, Relate_To, US-China Trade Tensions)
(Mark Tucker, Relate_To, European Union)
(US-China Trade Tensions, Negative_Impact_On, U.S. government bond prices)","(Mark_Tucker, operates_in, financial_institutions)
(Mark_Tucker, connected_to, US-China_trade_tensions)
(Mark_Tucker, connected_to, European_Union)
(US-China_trade_tensions, impact_on, Qualcomm_Inc)
(US-China_trade_tensions, impact_on, U.S._stocks)
(US-China_trade_tensions, impact_on, U.S._government_bond_prices)","(Mark_Tucker, operates_in, financial_institutions)
(Mark_Tucker, connected_to, US-China_trade_tensions)
(Mark_Tucker, connected_to, European_Union)
(US-China_trade_tensions, between, United_States)
(US-China_trade_tensions, between, China)
(US-China_trade_tensions, impact_on, U.S._government_bond_prices)
(Mark_Tucker, influences, financial_institutions)
(Mark_Tucker, operates_in, area_of_U.S._government_bond_prices)",node_removal(78→None); node_removal(64→None)
186,1,node_removal,0.7142857142857143,0.820774805462025,"The Democratic Party operates in the US Government and has control over the CFTC. Additionally, the Democratic Party raises funds to support its initiatives and activities.","The Democratic Party operates in the US Government, exuding influence over entities such as the CFTC, which it controls. Additionally, the Democratic Party has the capability to raise funds to support its initiatives and policies.","(Democratic Party, Operate_In, US Government)
(Democratic Party, Control, CFTC)
(Democratic Party, Raise, Funds)","(Democratic Party, Control, CFTC)
(Democratic Party, Raise, Funds)","(Democratic_Party, operates_in, US_Government)
(Democratic_Party, has_control_over, CFTC)
(Democratic_Party, raises_funds_to_support, initiatives)
(Democratic_Party, raises_funds_to_support, activities)","(Democratic_Party, operates_in, US_Government)
(Democratic_Party, exerts_influence_over, CFTC)
(Democratic_Party, controls, CFTC)
(Democratic_Party, has_capability_to_raise_funds, initiatives)
(Democratic_Party, has_capability_to_raise_funds, policies)",node_removal(7→None)
