pair_id,paragraph_1,paragraph_2,kg_1,kg_2,aa_kea_similarity
45,"The Philippines has established diplomatic relations with Croatia, while Brazil maintains diplomatic relations with both Iraq and the Philippines. The Czech Republic is also engaged diplomatically with Brazil and Mongolia, and it is a member of the Treaty on Open Skies. Mongolia is a member of several international organizations, including the Organisation for the Prohibition of Chemical Weapons, the Asian Development Bank, and the International Development Association. The United States of America is a member of the Universal Postal Union and has diplomatic relations with both Seychelles and the Czech Republic. Seychelles, whose official language is French, is a member of the Multilateral Investment Guarantee Agency and the Commonwealth of Nations. Annette Bening, a film actor and citizen of the United States of America, was educated at San Francisco State University.","The Philippines has established diplomatic relations with Croatia, while Brazil maintains diplomatic relations with both Iraq and the Philippines. The Czech Republic is a member of the Treaty on Open Skies and shares diplomatic relations with both Brazil and Mongolia. Mongolia, in addition to its diplomatic ties, is a member of multiple organizations, including the Organisation for the Prohibition of Chemical Weapons, the Asian Development Bank, and the International Development Association. The United States of America, which is a member of the Universal Postal Union, has diplomatic relations with both the Seychelles and the Czech Republic. Seychelles is a member of the Multilateral Investment Guarantee Agency and the Commonwealth of Nations, and its official language is French. Annette Bening, a film actor from the United States of America, received her education at San Francisco State University.","[[""Philippines"", ""diplomaticRelations"", ""Croatia""], [""Brazil"", ""diplomaticRelations"", ""Iraq""], [""Brazil"", ""diplomaticRelations"", ""Philippines""], [""Czech_Republic"", ""diplomaticRelations"", ""Brazil""], [""Czech_Republic"", ""diplomaticRelations"", ""Mongolia""], [""Czech_Republic"", ""member"", ""Treaty_on_Open_Skies""], [""Mongolia"", ""member"", ""Organisation_for_the_Prohibition_of_Chemical_Weapons""], [""Mongolia"", ""member"", ""Asian_Development_Bank""], [""Mongolia"", ""member"", ""International_Development_Association""], [""United_States_of_America"", ""diplomaticRelations"", ""Seychelles""], [""United_States_of_America"", ""diplomaticRelations"", ""Czech_Republic""], [""United_States_of_America"", ""member"", ""Universal_Postal_Union""], [""Seychelles"", ""member"", ""Multilateral_Investment_Guarantee_Agency""], [""Seychelles"", ""member"", ""Commonwealth_of_Nations""], [""Seychelles"", ""officialLanguage"", ""French""], [""Annette_Bening"", ""citizen"", ""United_States_of_America""], [""Annette_Bening"", ""educatedAt"", ""San_Francisco_State_University""]]","[[""Philippines"", ""diplomaticRelations"", ""Croatia""], [""Brazil"", ""diplomaticRelations"", ""Iraq""], [""Brazil"", ""diplomaticRelations"", ""Philippines""], [""Czech_Republic"", ""diplomaticRelations"", ""Brazil""], [""Czech_Republic"", ""diplomaticRelations"", ""Mongolia""], [""Czech_Republic"", ""member"", ""Treaty_on_Open_Skies""], [""Mongolia"", ""member"", ""Organisation_for_the_Prohibition_of_Chemical_Weapons""], [""Mongolia"", ""member"", ""Asian_Development_Bank""], [""Mongolia"", ""member"", ""International_Development_Association""], [""United_States_of_America"", ""diplomaticRelations"", ""Seychelles""], [""United_States_of_America"", ""diplomaticRelations"", ""Czech_Republic""], [""United_States_of_America"", ""member"", ""Universal_Postal_Union""], [""Seychelles"", ""member"", ""Multilateral_Investment_Guarantee_Agency""], [""Seychelles"", ""member"", ""Commonwealth_of_Nations""], [""Seychelles"", ""officialLanguage"", ""French""], [""Annette_Bening"", ""citizen"", ""United_States_of_America""], [""Annette_Bening"", ""educatedAt"", ""San_Francisco_State_University""]]",1.0
46,"The Belarusian People's Republic maintains diplomatic relations with both Lithuania and Latvia, and its official language is Belarusian. Meanwhile, Sweden has established diplomatic relations with Israel and Kosovo, and is a member of the International Telecommunication Union. Latvia is also a member of the Multilateral Investment Guarantee Agency and the Universal Postal Union, and it shares diplomatic ties with Iceland. Lithuania, on the other hand, is a member of the Strategic Airlift Capability and holds diplomatic relations with Sweden. Additionally, Kosovo has diplomatic relations with Japan. Iceland is a member of both Interpol and the International Development Association, and it shares a border with Greenland.","The Belarusian People's Republic maintains diplomatic relations with both Lithuania and Latvia, and its official language is Belarusian. Sweden is a member of the International Telecommunication Union and has diplomatic relations with Israel and Kosovo. Latvia, in addition to its diplomatic relations with Iceland, is a member of the Multilateral Investment Guarantee Agency and the Universal Postal Union. Lithuania has diplomatic relations with Sweden and is a member of the Strategic Airlift Capability. Kosovo also enjoys diplomatic relations with Japan. Iceland is a member of both Interpol and the International Development Association, and shares a border with Greenland.","[[""Belarusian_People_s_Republic"", ""diplomaticRelations"", ""Lithuania""], [""Belarusian_People_s_Republic"", ""diplomaticRelations"", ""Latvia""], [""Belarusian_People_s_Republic"", ""officialLanguage"", ""Belarusian""], [""Sweden"", ""diplomaticRelations"", ""Israel""], [""Sweden"", ""diplomaticRelations"", ""Kosovo""], [""Sweden"", ""member"", ""International_Telecommunication_Union""], [""Latvia"", ""member"", ""Multilateral_Investment_Guarantee_Agency""], [""Latvia"", ""member"", ""Universal_Postal_Union""], [""Latvia"", ""diplomaticRelations"", ""Iceland""], [""Lithuania"", ""member"", ""Strategic_Airlift_Capability""], [""Lithuania"", ""diplomaticRelations"", ""Sweden""], [""Kosovo"", ""diplomaticRelations"", ""Japan""], [""Iceland"", ""member"", ""Interpol""], [""Iceland"", ""member"", ""International_Development_Association""], [""Iceland"", ""border"", ""Greenland""]]","[[""Belarusian_People_s_Republic"", ""diplomaticRelations"", ""Lithuania""], [""Belarusian_People_s_Republic"", ""diplomaticRelations"", ""Latvia""], [""Belarusian_People_s_Republic"", ""officialLanguage"", ""Belarusian""], [""Sweden"", ""diplomaticRelations"", ""Israel""], [""Sweden"", ""diplomaticRelations"", ""Kosovo""], [""Sweden"", ""member"", ""International_Telecommunication_Union""], [""Latvia"", ""member"", ""Multilateral_Investment_Guarantee_Agency""], [""Latvia"", ""member"", ""Universal_Postal_Union""], [""Latvia"", ""diplomaticRelations"", ""Iceland""], [""Lithuania"", ""member"", ""Strategic_Airlift_Capability""], [""Lithuania"", ""diplomaticRelations"", ""Sweden""], [""Kosovo"", ""diplomaticRelations"", ""Japan""], [""Iceland"", ""member"", ""Interpol""], [""Iceland"", ""member"", ""International_Development_Association""], [""Iceland"", ""border"", ""Greenland""]]",1.0
47,"Austria maintains diplomatic relations with both Yugoslavia and Greece. In addition, Austria is a member of the International Telecommunication Union. Yugoslavia shares its borders with Italy, Romania, and Albania. Fritz Heider, a university teacher who is a citizen of Austria, speaks and writes in German. Furthermore, Greece has diplomatic relations with Armenia.","Austria maintains diplomatic relations with both Yugoslavia and Greece. In addition to this, Austria is a member of the International Telecommunication Union. Yugoslavia shares its borders with Italy, Romania, and Albania. Fritz Heider, a university teacher from Austria, holds citizenship in the country and speaks German. Furthermore, Greece has diplomatic relations with Armenia.","[[""Austria"", ""diplomaticRelations"", ""Yugoslavia""], [""Austria"", ""diplomaticRelations"", ""Greece""], [""Austria"", ""member"", ""International_Telecommunication_Union""], [""Yugoslavia"", ""border"", ""Italy""], [""Yugoslavia"", ""border"", ""Romania""], [""Yugoslavia"", ""border"", ""Albania""], [""Fritz_Heider"", ""citizen"", ""Austria""], [""Fritz_Heider"", ""language"", ""German""], [""Greece"", ""diplomaticRelations"", ""Armenia""]]","[[""Austria"", ""diplomaticRelations"", ""Yugoslavia""], [""Austria"", ""diplomaticRelations"", ""Greece""], [""Austria"", ""member"", ""International_Telecommunication_Union""], [""Yugoslavia"", ""border"", ""Italy""], [""Yugoslavia"", ""border"", ""Romania""], [""Yugoslavia"", ""border"", ""Albania""], [""Fritz_Heider"", ""citizen"", ""Austria""], [""Fritz_Heider"", ""language"", ""German""], [""Greece"", ""diplomaticRelations"", ""Armenia""]]",1.0
48,"Turkey has diplomatic relations with Yemen and Azerbaijan, while also being a member of the International Finance Corporation. The Protectorate of Bohemia and Moravia had its capital in Prague, and German was its official language. Nazi Germany shared borders with Belgium, the Protectorate of Bohemia and Moravia, and the French Third Republic. France is a member of both the Organization for Security and Co-operation in Europe and the Southeast Asia Treaty Organization, and it also maintains diplomatic relations with Monaco. Beate Klarsfeld holds citizenship in both Israel and France, and she worked in the field related to Nazi Germany. Furthermore, Israel is a member of the World Trade Organization and has diplomatic relations with Turkey, sharing a border with the Gaza Strip.","Turkey maintains diplomatic relations with both Yemen and Azerbaijan, while also being a member of the International Finance Corporation. The Protectorate of Bohemia and Moravia has Prague as its capital and recognizes German as its official language. Nazi Germany shares borders with Belgium, the Protectorate of Bohemia and Moravia, and the French Third Republic. France is a member of the Organization for Security and Co-operation in Europe and the Southeast Asia Treaty Organization and has diplomatic relations with Monaco. Beate Klarsfeld holds citizenship in both Israel and France and has worked in the context of Nazi Germany. Israel is a member of the World Trade Organization and maintains diplomatic relations with Turkey, while also sharing a border with the Gaza Strip.","[[""Turkey"", ""diplomaticRelations"", ""Yemen""], [""Turkey"", ""diplomaticRelations"", ""Azerbaijan""], [""Turkey"", ""member"", ""International_Finance_Corporation""], [""Protectorate_of_Bohemia_and_Moravia"", ""capital"", ""Prague""], [""Protectorate_of_Bohemia_and_Moravia"", ""officialLanguage"", ""German""], [""Nazi_Germany"", ""borders"", ""Belgium""], [""Nazi_Germany"", ""borders"", ""Protectorate_of_Bohemia_and_Moravia""], [""Nazi_Germany"", ""borders"", ""French_Third_Republic""], [""France"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""France"", ""member"", ""Southeast_Asia_Treaty_Organization""], [""France"", ""diplomaticRelations"", ""Monaco""], [""Beate_Klarsfeld"", ""citizenship"", ""Israel""], [""Beate_Klarsfeld"", ""citizenship"", ""France""], [""Beate_Klarsfeld"", ""workedWith"", ""Nazi_Germany""], [""Israel"", ""member"", ""World_Trade_Organization""], [""Israel"", ""diplomaticRelations"", ""Turkey""], [""Israel"", ""borders"", ""Gaza_Strip""]]","[[""Turkey"", ""diplomaticRelations"", ""Yemen""], [""Turkey"", ""diplomaticRelations"", ""Azerbaijan""], [""Turkey"", ""member"", ""International_Finance_Corporation""], [""Protectorate_of_Bohemia_and_Moravia"", ""capital"", ""Prague""], [""Protectorate_of_Bohemia_and_Moravia"", ""officialLanguage"", ""German""], [""Nazi_Germany"", ""borders"", ""Belgium""], [""Nazi_Germany"", ""borders"", ""Protectorate_of_Bohemia_and_Moravia""], [""Nazi_Germany"", ""borders"", ""French_Third_Republic""], [""France"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""France"", ""member"", ""Southeast_Asia_Treaty_Organization""], [""France"", ""diplomaticRelations"", ""Monaco""], [""Beate_Klarsfeld"", ""citizenship"", ""Israel""], [""Beate_Klarsfeld"", ""citizenship"", ""France""], [""Beate_Klarsfeld"", ""workedWith"", ""Nazi_Germany""], [""Israel"", ""member"", ""World_Trade_Organization""], [""Israel"", ""diplomaticRelations"", ""Turkey""], [""Israel"", ""borders"", ""Gaza_Strip""]]",1.0
49,"The Soviet Union established diplomatic relations with Israel, while Russia also maintains diplomatic relations with Cape Verde, a country that is part of West Africa. Cape Verde is a member of both the Multilateral Investment Guarantee Agency and the United Nations Conference on Trade and Development. Samvel Karapetyan holds citizenship in both Russia and Armenia, the latter being located within the Soviet Union. Samvel Karapetyan was educated at the National Polytechnic University of Armenia. Furthermore, Armenia is a member of the Organization for Security and Co-operation in Europe and the International Development Association. Russia is also a member of the International Telecommunication Union.","The Soviet Union established diplomatic relations with Israel. Cape Verde is part of West Africa and is a member of organizations such as the Multilateral Investment Guarantee Agency and the United Nations Conference on Trade and Development. Currently, Russia maintains diplomatic relations with Cape Verde and is a member of the International Telecommunication Union. Samvel Karapetyan holds citizenship in both Russia and Armenia and was educated at the National Polytechnic University of Armenia. Armenia is located within the former Soviet Union and is a member of the Organization for Security and Co-operation in Europe and the International Development Association.","[[""Soviet_Union"", ""diplomaticRelations"", ""Israel""], [""Russia"", ""diplomaticRelations"", ""Cape_Verde""], [""Cape_Verde"", ""location"", ""West_Africa""], [""Cape_Verde"", ""member"", ""Multilateral_Investment_Guarantee_Agency""], [""Cape_Verde"", ""member"", ""United_Nations_Conference_on_Trade_and_Development""], [""Samvel_Karapetyan"", ""citizen"", ""Russia""], [""Samvel_Karapetyan"", ""citizen"", ""Armenia""], [""Samvel_Karapetyan"", ""educatedAt"", ""National_Polytechnic_University_of_Armenia""], [""Armenia"", ""location"", ""Soviet_Union""], [""Armenia"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""Armenia"", ""member"", ""International_Development_Association""], [""Russia"", ""member"", ""International_Telecommunication_Union""]]","[[""Soviet_Union"", ""diplomaticRelations"", ""Israel""], [""Russia"", ""diplomaticRelations"", ""Cape_Verde""], [""Cape_Verde"", ""location"", ""West_Africa""], [""Cape_Verde"", ""member"", ""Multilateral_Investment_Guarantee_Agency""], [""Cape_Verde"", ""member"", ""United_Nations_Conference_on_Trade_and_Development""], [""Samvel_Karapetyan"", ""citizen"", ""Russia""], [""Samvel_Karapetyan"", ""citizen"", ""Armenia""], [""Samvel_Karapetyan"", ""educatedAt"", ""National_Polytechnic_University_of_Armenia""], [""Armenia"", ""location"", ""Soviet_Union""], [""Armenia"", ""member"", ""Organization_for_Security_and_Co-operation_in_Europe""], [""Armenia"", ""member"", ""International_Development_Association""], [""Russia"", ""member"", ""International_Telecommunication_Union""]]",1.0
50,"The United States of America has diplomatic relations with several countries, including Indonesia, Albania, and Finland. Additionally, Finland maintains diplomatic relations with Canada. Judith Hoag is a stage actor and film actor who was born in Newburyport, a city located in Essex County within the United States of America.","The United States of America maintains diplomatic relations with Indonesia, Albania, and Finland. Additionally, Finland has established diplomatic relations with Canada. In the realm of performing arts, Judith Hoag is known as both a stage actor and a film actor. Furthermore, the city of Newburyport is located in Essex County.","[[""United_States_of_America"", ""diplomaticRelations"", ""Indonesia""], [""United_States_of_America"", ""diplomaticRelations"", ""Albania""], [""United_States_of_America"", ""diplomaticRelations"", ""Finland""], [""Finland"", ""diplomaticRelations"", ""Canada""], [""Judith_Hoag"", ""birthPlace"", ""Newburyport""], [""Newburyport"", ""location"", ""Essex_County""], [""Essex_County"", ""location"", ""United_States_of_America""]]","[[""United_States_of_America"", ""diplomaticRelations"", ""Indonesia""], [""United_States_of_America"", ""diplomaticRelations"", ""Albania""], [""United_States_of_America"", ""diplomaticRelations"", ""Finland""], [""Finland"", ""diplomaticRelations"", ""Canada""], [""Newburyport"", ""location"", ""Essex_County""], [""Essex_County"", ""location"", ""United_States_of_America""], [""Judith_Hoag"", ""职业"", ""stage_actor""], [""Judith_Hoag"", ""职业"", ""film_actor""]]",0.9354143466934852
51,"The United Kingdom is a member of Eurocontrol and maintains diplomatic relations with both New Zealand and Canada. New Zealand, in turn, has diplomatic relations with Ukraine and Saudi Arabia. Canada also shares diplomatic relations with Mongolia and Georgia, while being a member of NATO. The British citizen Noel Harrison was educated at Radley College. He ultimately passed away due to a myocardial infarction.","The United Kingdom is a member of Eurocontrol, which facilitates air traffic management across Europe. New Zealand has established diplomatic relations with both Ukraine and Saudi Arabia. Canada similarly maintains diplomatic relations with Mongolia and Georgia, and is also a member of NATO, a military alliance. 

Noel Harrison was educated at Radley College and unfortunately passed away due to a myocardial infarction.","[[""United_Kingdom"", ""member"", ""Eurocontrol""], [""United_Kingdom"", ""diplomatic_relations"", ""New_Zealand""], [""United_Kingdom"", ""diplomatic_relations"", ""Canada""], [""New_Zealand"", ""diplomatic_relations"", ""Ukraine""], [""New_Zealand"", ""diplomatic_relations"", ""Saudi_Arabia""], [""Canada"", ""diplomatic_relations"", ""Mongolia""], [""Canada"", ""diplomatic_relations"", ""Georgia""], [""Canada"", ""member"", ""NATO""], [""Noel_Harrison"", ""educated_at"", ""Radley_College""], [""Noel_Harrison"", ""citizen"", ""United_Kingdom""], [""Noel_Harrison"", ""cause_of_death"", ""myocardial_infarction""]]","[[""United_Kingdom"", ""member"", ""Eurocontrol""], [""Eurocontrol"", ""location"", ""Europe""], [""New_Zealand"", ""diplomatic_relations"", ""Ukraine""], [""New_Zealand"", ""diplomatic_relations"", ""Saudi_Arabia""], [""Canada"", ""diplomatic_relations"", ""Mongolia""], [""Canada"", ""diplomatic_relations"", ""Georgia""], [""Canada"", ""member"", ""NATO""], [""NATO"", ""type"", ""military_alliance""], [""Noel_Harrison"", ""educated_at"", ""Radley_College""], [""Noel_Harrison"", ""cause_of_death"", ""myocardial_infarction""]]",0.9305555555555556
52,"Germany has established diplomatic relations with Serbia. Walther Bensemann was a citizen of Germany, born in Berlin, which is located in the administrative territorial entity of Brandenburg-Prussia and shares borders with Brandenburg and Kleinmachnow. After his life in Germany, Walther Bensemann passed away in Montreux, a place located in the Canton of Vaud and the Riviera-Pays-d'Enhaut District, where French is the official language.","Germany maintains diplomatic relations with Serbia. Walther Bensemann holds German citizenship. Montreux is situated within the Canton of Vaud and the Riviera-Pays-d'Enhaut District, and the official language of Montreux is French. Berlin is located in the Brandenburg-Prussia region, shares borders with Brandenburg, and Kleinmachnow.","[[""Germany"", ""diplomaticRelations"", ""Serbia""], [""Walther_Bensemann"", ""citizenOf"", ""Germany""], [""Walther_Bensemann"", ""birthPlace"", ""Berlin""], [""Berlin"", ""location"", ""Brandenburg-Prussia""], [""Berlin"", ""border"", ""Brandenburg""], [""Berlin"", ""border"", ""Kleinmachnow""], [""Walther_Bensemann"", ""deathPlace"", ""Montreux""], [""Montreux"", ""location"", ""Canton_of_Vaud""], [""Montreux"", ""location"", ""Riviera-Pays-d\""Enhaut_District""], [""Montreux"", ""officialLanguage"", ""French""]]","[[""Germany"", ""diplomaticRelations"", ""Serbia""], [""Walther_Bensemann"", ""citizenOf"", ""Germany""], [""Montreux"", ""location"", ""Canton_of_Vaud""], [""Montreux"", ""location"", ""Riviera-Pays-d\""Enhaut_District""], [""Montreux"", ""officialLanguage"", ""French""], [""Berlin"", ""location"", ""Brandenburg-Prussia""], [""Berlin"", ""border"", ""Brandenburg""], [""Berlin"", ""border"", ""Kleinmachnow""]]",0.8636363636363636
53,"Germany is home to an ethnic group known as the Turkish people and maintains diplomatic relations with both El Salvador and Kuwait. El Salvador, in turn, has diplomatic relations with Chile and is a member of the Universal Postal Union as well as the World Trade Organization. The official language of Chile is Spanish, and it is also a member of the International Centre for Settlement of Investment Disputes. Kuwait has established diplomatic relations with Malaysia and India, while Malaysia has diplomatic relations with Kyrgyzstan, Saudi Arabia, and Ghana. 

In the realm of literary and journalistic contributions, Heiko Engelkes is recognized as both an author and a journalist, holding citizenship in Germany.","Germany is home to an ethnic group known as the Turkish people and maintains diplomatic relations with Kuwait. Kuwait, in turn, has diplomatic relations with India. Heiko Engelkes is recognized as both an author and a journalist. El Salvador is a member of the Universal Postal Union and the World Trade Organization. Additionally, Chile has Spanish as its official language and is a member of the International Centre for Settlement of Investment Disputes. Furthermore, Malaysia has established diplomatic relations with Kyrgyzstan, Saudi Arabia, and Ghana.","[[""Germany"", ""ethnicGroup"", ""Turkish_people""], [""Germany"", ""diplomaticRelations"", ""El_Salvador""], [""Germany"", ""diplomaticRelations"", ""Kuwait""], [""El_Salvador"", ""diplomaticRelations"", ""Chile""], [""El_Salvador"", ""member"", ""Universal_Postal_Union""], [""El_Salvador"", ""member"", ""World_Trade_Organization""], [""Chile"", ""officialLanguage"", ""Spanish""], [""Chile"", ""member"", ""International_Centre_for_Settlement_of_Investment_Disputes""], [""Kuwait"", ""diplomaticRelations"", ""Malaysia""], [""Kuwait"", ""diplomaticRelations"", ""India""], [""Malaysia"", ""diplomaticRelations"", ""Kyrgyzstan""], [""Malaysia"", ""diplomaticRelations"", ""Saudi_Arabia""], [""Malaysia"", ""diplomaticRelations"", ""Ghana""], [""Heiko_Engelkes"", ""citizenship"", ""Germany""], [""Heiko_Engelkes"", ""occupation"", ""author""], [""Heiko_Engelkes"", ""occupation"", ""journalist""]]","[[""Germany"", ""ethnicGroup"", ""Turkish_people""], [""Germany"", ""diplomaticRelations"", ""Kuwait""], [""Kuwait"", ""diplomaticRelations"", ""India""], [""Heiko_Engelkes"", ""occupation"", ""author""], [""Heiko_Engelkes"", ""occupation"", ""journalist""], [""El_Salvador"", ""member"", ""Universal_Postal_Union""], [""El_Salvador"", ""member"", ""World_Trade_Organization""], [""Chile"", ""officialLanguage"", ""Spanish""], [""Chile"", ""member"", ""International_Centre_for_Settlement_of_Investment_Disputes""], [""Malaysia"", ""diplomaticRelations"", ""Kyrgyzstan""], [""Malaysia"", ""diplomaticRelations"", ""Saudi_Arabia""], [""Malaysia"", ""diplomaticRelations"", ""Ghana""]]",0.8529411764705882
54,"Donald Carcieri is a politician who practices his faith within the Catholic Church and holds citizenship in the United States of America. The United States of America maintains diplomatic relations with both Liberia and Barbados while also sharing a border with Japan. Liberia is an active member of several international organizations, including the United Nations, Interpol, and UNESCO.","Donald Carcieri is a politician who practices the faith of the Catholic Church. Liberia, a nation that is an active member of the United Nations, Interpol, and UNESCO, is recognized for its participation in various international organizations. Additionally, the United States of America maintains diplomatic relations with Barbados and interestingly shares a border with Japan, highlighting its global connections.","[[""Donald_Carcieri"", ""faith"", ""Catholic_Church""], [""Donald_Carcieri"", ""citizenship"", ""United_States_of_America""], [""United_States_of_America"", ""diplomaticRelations"", ""Liberia""], [""United_States_of_America"", ""diplomaticRelations"", ""Barbados""], [""United_States_of_America"", ""border"", ""Japan""], [""Liberia"", ""member"", ""United_Nations""], [""Liberia"", ""member"", ""Interpol""], [""Liberia"", ""member"", ""UNESCO""]]","[[""Donald_Carcieri"", ""faith"", ""Catholic_Church""], [""Liberia"", ""member"", ""United_Nations""], [""Liberia"", ""member"", ""Interpol""], [""Liberia"", ""member"", ""UNESCO""], [""United_States_of_America"", ""diplomaticRelations"", ""Barbados""], [""United_States_of_America"", ""border"", ""Japan""]]",0.8148148148148148
55,"Austria maintains diplomatic relations with Denmark and Japan, and it is also a member of the Organisation for Economic Cooperation and Development. Japan, in addition to its diplomatic ties with Austria, has established diplomatic relations with Greece, Peru, and Saudi Arabia. Theodor Kery holds citizenship in Austria and is affiliated with both the Social Democratic Party of Austria and the Nazi Party. Furthermore, Denmark has diplomatic relations with Malaysia.","Austria maintains diplomatic relations with Denmark and is a member of the Organisation for Economic Cooperation and Development. Similarly, Japan has diplomatic relations with Greece, Peru, and Saudi Arabia. Theodor Kery is affiliated with both the Social Democratic Party of Austria and the Nazi Party. Furthermore, Denmark also has diplomatic relations with Malaysia.","[[""Austria"", ""diplomaticRelations"", ""Denmark""], [""Austria"", ""diplomaticRelations"", ""Japan""], [""Austria"", ""member"", ""Organisation_for_Economic_Cooperation_and_Development""], [""Japan"", ""diplomaticRelations"", ""Greece""], [""Japan"", ""diplomaticRelations"", ""Peru""], [""Japan"", ""diplomaticRelations"", ""Saudi_Arabia""], [""Theodor_Kery"", ""citizenship"", ""Austria""], [""Theodor_Kery"", ""affiliatedWith"", ""Social_Democratic_Party_of_Austria""], [""Theodor_Kery"", ""affiliatedWith"", ""Nazi_Party""], [""Denmark"", ""diplomaticRelations"", ""Malaysia""]]","[[""Austria"", ""diplomaticRelations"", ""Denmark""], [""Austria"", ""member"", ""Organisation_for_Economic_Cooperation_and_Development""], [""Japan"", ""diplomaticRelations"", ""Greece""], [""Japan"", ""diplomaticRelations"", ""Peru""], [""Japan"", ""diplomaticRelations"", ""Saudi_Arabia""], [""Theodor_Kery"", ""affiliatedWith"", ""Social_Democratic_Party_of_Austria""], [""Theodor_Kery"", ""affiliatedWith"", ""Nazi_Party""], [""Denmark"", ""diplomaticRelations"", ""Malaysia""]]",0.9242424242424242
56,"Morocco maintains diplomatic relations with both the People's Republic of China and the Netherlands, and is also a member of the Arab Fund for Economic and Social Development. France has diplomatic ties with Morocco, Poland, and New Zealand. Poland, for its part, is a member of UNESCO, the Nuclear Suppliers Group, and the European Space Agency. Additionally, Mercedes Erra is a businessperson who holds citizenship in France and speaks Catalan.","Morocco maintains diplomatic relations with both the People's Republic of China and the Netherlands, while also being a member of the Arab Fund for Economic and Social Development. France has diplomatic relations with New Zealand. Mercedes Erra, a businessperson, is proficient in Catalan, and Poland is an active member of several international organizations, including UNESCO, the Nuclear Suppliers Group, and the European Space Agency.","[[""Morocco"", ""diplomaticRelations"", ""People\""s_Republic_of_China""], [""Morocco"", ""diplomaticRelations"", ""Netherlands""], [""Morocco"", ""member"", ""Arab_Fund_for_Economic_and_Social_Development""], [""France"", ""diplomaticRelations"", ""Morocco""], [""France"", ""diplomaticRelations"", ""Poland""], [""France"", ""diplomaticRelations"", ""New_Zealand""], [""Poland"", ""member"", ""UNESCO""], [""Poland"", ""member"", ""Nuclear_Suppliers_Group""], [""Poland"", ""member"", ""European_Space_Agency""], [""Mercedes_Erra"", ""citizenship"", ""France""], [""Mercedes_Erra"", ""speaks"", ""Catalan""]]","[[""Morocco"", ""diplomaticRelations"", ""People\""s_Republic_of_China""], [""Morocco"", ""diplomaticRelations"", ""Netherlands""], [""Morocco"", ""member"", ""Arab_Fund_for_Economic_and_Social_Development""], [""France"", ""diplomaticRelations"", ""New_Zealand""], [""Poland"", ""member"", ""UNESCO""], [""Poland"", ""member"", ""Nuclear_Suppliers_Group""], [""Poland"", ""member"", ""European_Space_Agency""], [""Mercedes_Erra"", ""speaks"", ""Catalan""]]",0.8611111111111112
57,"The Soviet Union had diplomatic relations with both Germany and Denmark. In turn, Germany shares its border with Austria and maintains diplomatic relations with Nepal while being a member of the Organisation for Joint Armament Cooperation. The Soviet Union also founded the Transcaucasian Socialist Federative Soviet Republic, which recognizes Armenian, Georgian, and Azerbaijani as its official languages. Denmark has diplomatic relations with Iraq and Finland. Additionally, Natalya Maslennikova, a citizen of the Soviet Union who was educated at Saint Petersburg State University, is buried at the Bolsheohtinskoe cemetery.","The Soviet Union maintained diplomatic relations with Germany, which shares its borders with Austria and also has diplomatic relations with Nepal. Germany is a member of the Organisation for Joint Armament Cooperation. Furthermore, the Transcaucasian Socialist Federative Soviet Republic recognizes Armenian, Georgian, and Azerbaijani as its official languages. In a different context, Natalya Maslennikova, who was educated at Saint Petersburg State University, is buried at the Bolsheohtinskoe cemetery. Additionally, Denmark has established diplomatic relations with both Iraq and Finland.","[[""Soviet_Union"", ""diplomaticRelations"", ""Germany""], [""Soviet_Union"", ""diplomaticRelations"", ""Denmark""], [""Germany"", ""border"", ""Austria""], [""Germany"", ""diplomaticRelations"", ""Nepal""], [""Germany"", ""member"", ""Organisation_for_Joint_Armament_Cooperation""], [""Soviet_Union"", ""founded"", ""Transcaucasian_Socialist_Federative_Soviet_Republic""], [""Transcaucasian_Socialist_Federative_Soviet_Republic"", ""officialLanguage"", ""Armenian""], [""Transcaucasian_Socialist_Federative_Soviet_Republic"", ""officialLanguage"", ""Georgian""], [""Transcaucasian_Socialist_Federative_Soviet_Republic"", ""officialLanguage"", ""Azerbaijani""], [""Denmark"", ""diplomaticRelations"", ""Iraq""], [""Denmark"", ""diplomaticRelations"", ""Finland""], [""Natalya_Maslennikova"", ""citizen"", ""Soviet_Union""], [""Natalya_Maslennikova"", ""educatedAt"", ""Saint_Petersburg_State_University""], [""Natalya_Maslennikova"", ""buriedAt"", ""Bolsheohtinskoe_cemetery""]]","[[""Soviet_Union"", ""diplomaticRelations"", ""Germany""], [""Germany"", ""border"", ""Austria""], [""Germany"", ""diplomaticRelations"", ""Nepal""], [""Germany"", ""member"", ""Organisation_for_Joint_Armament_Cooperation""], [""Transcaucasian_Socialist_Federative_Soviet_Republic"", ""officialLanguage"", ""Armenian""], [""Transcaucasian_Socialist_Federative_Soviet_Republic"", ""officialLanguage"", ""Georgian""], [""Transcaucasian_Socialist_Federative_Soviet_Republic"", ""officialLanguage"", ""Azerbaijani""], [""Denmark"", ""diplomaticRelations"", ""Iraq""], [""Denmark"", ""diplomaticRelations"", ""Finland""], [""Natalya_Maslennikova"", ""educatedAt"", ""Saint_Petersburg_State_University""], [""Natalya_Maslennikova"", ""buriedAt"", ""Bolsheohtinskoe_cemetery""]]",0.9444444444444444
